Time,U1_nodamp,U1_tmd,U2_nodamp,U2_tmd,U3_nodamp,U3_tmd
0.49,-5.531570209056436e-05,-5.5316423287339225e-05,-5.64067629442849e-05,-5.640676738328719e-05,-5.6416513797028384e-05,-5.641651381538668e-05
0.5,-5.744620523086576e-05,-5.7447004590658393e-05,-5.862468401881339e-05,-5.8624689112187045e-05,-5.863560536542119e-05,-5.863560538719881e-05
0.51,-5.9604428904945265e-05,-5.960531312980835e-05,-6.087532382298145e-05,-6.087532965193923e-05,-6.088752912123826e-05,-6.0887529146990034e-05
0.52,-6.179517792694134e-05,-6.179615414695878e-05,-6.316365710704634e-05,-6.316366376106336e-05,-6.317726826804341e-05,-6.317726829840149e-05
0.53,-6.401813783319556e-05,-6.401921362458783e-05,-6.548954150009499e-05,-6.548954907757104e-05,-6.550468933087594e-05,-6.550468936655873e-05
0.54,-6.626729259101535e-05,-6.6268475994614e-05,-6.784713416277456e-05,-6.784714277173564e-05,-6.786395882208595e-05,-6.786395886390798e-05
0.55,-6.853815873400199e-05,-6.853945827404831e-05,-7.02321251068059e-05,-7.023213486564647e-05,-7.025077657379553e-05,-7.025077662267836e-05
0.56,-7.083406814172842e-05,-7.083549284498694e-05,-7.264802051452155e-05,-7.264803155278876e-05,-7.266865907031828e-05,-7.26686591273024e-05
0.57,-7.316285002460736e-05,-7.316440943983689e-05,-7.510282605819392e-05,-7.510283851741551e-05,-7.512562278053599e-05,-7.512562284679372e-05
0.58,-7.553196330332485e-05,-7.553366752116167e-05,-7.760418021902265e-05,-7.76041942535803e-05,-7.762931749023099e-05,-7.762931756708064e-05
0.59,-7.793483084332161e-05,-7.793669051657811e-05,-8.014568760593036e-05,-8.014570338397975e-05,-8.017335963437361e-05,-8.017335972329453e-05
0.6,-8.03536256376851e-05,-8.035565200197468e-05,-8.270970227459511e-05,-8.27097199790344e-05,-8.274011562936308e-05,-8.27401157320125e-05
0.61,-8.27861882063485e-05,-8.278839310094664e-05,-8.529424438022217e-05,-8.529426420971062e-05,-8.532761853855443e-05,-8.532761865678542e-05
0.62,-8.524424077384633e-05,-8.524663666282298e-05,-8.791121683028098e-05,-8.79112390003089e-05,-8.794778473773701e-05,-8.794778487361805e-05
0.63,-8.7726186628138e-05,-8.7728786621832e-05,-9.055920527027763e-05,-9.05592300142898e-05,-9.059921391389692e-05,-9.059921406973297e-05
0.64,-9.022399531929409e-05,-9.022681319609857e-05,-9.323036140292069e-05,-9.323038897349468e-05,-9.327407239726204e-05,-9.327407257561753e-05
0.65,-9.274615210387638e-05,-9.274920233230011e-05,-9.593335297411132e-05,-9.593338364419266e-05,-9.598104315996208e-05,-9.59810433636853e-05
0.66,-9.530115596151447e-05,-9.530445372257562e-05,-9.867686375870753e-05,-9.86768978229029e-05,-9.872882581463588e-05,-9.872882604688562e-05
0.67,-9.788162057455299e-05,-9.788518178452784e-05,-0.00010145369354610026,-0.00010145373132203069,-0.00010151023661298486,-0.00010151023687725915
0.68,-0.00010047820973942114,-0.00010048205107287324,-0.00010425469145936567,-0.00010425473328908162,-0.00010431614177760509,-0.00010431614207777192
0.69,-0.00010309202054921911,-0.00010309615946225784,-0.00010708113927468728,-0.00010708118552614725,-0.00010714784083376328,-0.00010714784117409358
0.7,-0.0001057254657003089,-0.00010572992045409865,-0.0001099356347407716,-0.00010993568580938565,-0.0001100079499411158,-0.00011000795032631886
0.71,-0.00010837235744556379,-0.00010837714713008872,-0.00011281217489827872,-0.00011281223120851902,-0.00011289048522537001,-0.00011289048566063134
0.72,-0.00011102353577986639,-0.00011102868033789428,-0.00011570178273287879,-0.00011570184473995921,-0.00011578648944321941,-0.00011578648993424155
0.73,-0.00011367189923926414,-0.00011367741949044581,-0.00011859753716205829,-0.00011859760535368384,-0.00011868906198055274,-0.00011868906253359893
0.74,-0.00011630686238842621,-0.00011631278005348152,-0.00012148902968902411,-0.00012148910458721281,-0.00012158781551726907,-0.00012158781613920967
0.75,-0.00011892404634003137,-0.00011893038406497724,-0.0001243720543904136,-0.00012437213655339227,-0.00012447856602536438,-0.0001244785667237267
0.76,-0.00012153284719803829,-0.00012153962857847055,-0.000127256177904279,-0.00012725626792845472,-0.00012737090276695586,-0.00012737090354997716
0.77,-0.00012414087273297396,-0.00012414812233846787,-0.00013014917775137946,-0.00013014927627338812,-0.0001302726266255765,-0.00013027262750226056
0.78,-0.00012674799437964752,-0.00012675573777830106,-0.00013305109398984414,-0.0001330512016886781,-0.00013318380177073898,-0.00013318380275091646
0.79,-0.0001293725159137883,-0.0001293807796969247,-0.00013598039920321645,-0.00013598051680243283,-0.000136122925655768,-0.00013612292675016066
0.8,-0.00013203842655912105,-0.00013204723836626216,-0.0001389612551547379,-0.00013896138342474936,-0.00013911418568223356,-0.00013911418690252245
0.81,-0.00013473737362902616,-0.00013474676217319908,-0.00014198548444121353,-0.0001419856242016633,-0.00014214943086431804,-0.0001421494322232158
0.82,-0.0001374503385524225,-0.00013746033364567264,-0.0001450342421472527,-0.00014503439426947557,-0.00014520984349311543,-0.0001452098450044434
0.83,-0.00014017502088262398,-0.00014018565346160926,-0.00014810539916679426,-0.00014810556457636498,-0.00014829332246752891,-0.00014829332414629913
0.84,-0.00014290029313935267,-0.00014291159529099614,-0.0001511879971916001,-0.00015118817687097128,-0.00015138893829176676,-0.00015138894015426853
0.85,-0.0001456143741806655,-0.0001456263791678196,-0.00015427042036683758,-0.0001542706153580688,-0.00015448510473943503,-0.00015448510680332665
0.86,-0.00014833690360212037,-0.00014834964588924333,-0.00015737247194695363,-0.0001573726833545332,-0.0001576016555175601,-0.00015760165780196575
0.87,-0.00015108936079478427,-0.0001511028760737755,-0.00016051579761779727,-0.00016051602661155818,-0.00016076026759720684,-0.00016076027012281973
0.88,-0.00015387084370949709,-0.00015388516892578035,-0.00016369966381830735,-0.0001636999116364399,-0.00016396023954402567,-0.00016396024233321648
0.89,-0.00015665979787058378,-0.0001566749712493326,-0.00016690268272921455,-0.00016690295068137666,-0.00016718021651539305,-0.000167180219592325
0.9,-0.00015943081688219628,-0.00015944687795450686,-0.00017009960892935786,-0.0001700998983998845,-0.00017039498692414604,-0.00017039499031489629
0.91,-0.0001621738199240356,-0.0001621908095529205,-0.0001732805160529402,-0.00017328082850415408,-0.00017359465910224363,-0.00017359466283493118
0.92,-0.0001648903901870863,-0.00016490835059328738,-0.00017644713678064016,-0.00017644747375626532,-0.00017678100129768764,-0.0001767810054026082
0.93,-0.00016758033236713164,-0.00016759930715479248,-0.00017959942116434072,-0.00017959978429302003,-0.0001799540000047022,-0.0001799540045144707
0.94,-0.00017024938886958343,-0.0001702694230517984,-0.0001827432532855012,-0.00018274364428441984,-0.00018311957662717256,-0.00018311958157687266
0.95,-0.0001729041887823388,-0.0001729253288066004,-0.00018588540124710447,-0.0001858858219257206,-0.00018628453747534217,-0.0001862845429026841
0.96,-0.00017554616947595638,-0.00017556846324951565,-0.00018902743883248405,-0.0001890278910963684,-0.00018945049542910063,-0.00018945050137458724
0.97,-0.00017818953388043182,-0.00017821303079558856,-0.00019218370383099735,-0.0001921841896857828,-0.00019263182826786303,-0.00019263183477496448
0.98,-0.00018086461993610027,-0.00018088937089553168,-0.00019538467136341457,-0.00019538519291885687,-0.00019585905200037349,-0.00019585905911571045
0.99,-0.0001835822588617827,-0.000183608316304043,-0.00019864131387337198,-0.0001986418733475239,-0.0001991431808610987,-0.0001991431886346347
1.0,-0.00018630954873001985,-0.0001863369666551302,-0.00020192086945231602,-0.0002019214691758158,-0.00020245149563987794,-0.00020245150412512175
1.01,-0.00018901481218280123,-0.00018904364617765542,-0.0002051917934990076,-0.000205192435919484,-0.0002057524953448292,-0.00020575250459904692
1.02,-0.00019170752965932462,-0.00019173783692279133,-0.0002084636937133332,-0.00020846438139992686,-0.00020905583219851158,-0.00020905584228294923
1.03,-0.00019441553680195093,-0.0001944473761698394,-0.0002117645334232248,-0.00021176526907122837,-0.00021238951496734416,-0.00021238952594746044
1.04,-0.00019712755483486624,-0.0001971609868048805,-0.00021508316157786882,-0.00021508394801348694,-0.00021574243895761315,-0.00021574245090332354
1.05,-0.00019981109513969502,-0.00019984618189621337,-0.00021838721107501338,-0.0002183880512602439,-0.00021908228434473488,-0.00021908229733066766
1.06,-0.00020246995814225032,-0.0002025067635807537,-0.0002216805970894216,-0.00022168149412705884,-0.00022241301450244148,-0.00022241302860820521
1.07,-0.00020513146102764932,-0.00020517005077890144,-0.00022499075040142088,-0.00022499170754018236,-0.00022576210933188863,-0.00022576212464235195
1.08,-0.00020779424665596561,-0.00020783468811009343,-0.0002283164273917435,-0.00022831744803152086,-0.0002291283752573523,-0.00022912839186293679
1.09,-0.00021045792914470594,-0.00021050029147514832,-0.0002316573533699389,-0.00023165844106717463,-0.00023251158855518104,-0.00023251160655216654
1.1,-0.0002131460446382064,-0.0002131903988255303,-0.00023503717590296473,-0.00023503833437615526,-0.00023593544868267025,-0.00023593546817351428
1.11,-0.00021585964652192532,-0.00021590606537760034,-0.00023845706147681674,-0.00023845829461214394,-0.0002394011749401927,-0.0002394011960338641
1.12,-0.0002185860652085644,-0.00021863462339865368,-0.00024190445215831443,-0.0002419057640154054,-0.00024289626313325017,-0.00024289628594557715
1.13,-0.00022132304917793966,-0.00022137382324660386,-0.0002453772055907725,-0.0002453786004085889,-0.0002464186255677814,-0.00024641865022181463
1.14,-0.00022406896430036093,-0.00022412203269315655,-0.0002488737949899686,-0.0002488752771928269,-0.0002499667910453927,-0.0002499668176717836
1.15,-0.00022681558096570925,-0.00022687102405267016,-0.0002523860954737082,-0.00025238766967743164,-0.0002535326911918431,-0.0002535327199292386
1.16,-0.00022954709243145382,-0.00022960499252987958,-0.0002558984003919627,-0.0002559000714101649,-0.0002571006767854533,-0.0002571007077809072
1.17,-0.0002322629711333196,-0.00023232341253020226,-0.0002594102773243302,-0.0002594120501748333,-0.00026067037375210344,-0.0002606704071615048
1.18,-0.00023499356495096661,-0.00023505663392513933,-0.00026295216874421657,-0.00026295404865560264,-0.0002642722838268219,-0.00026427231981534003
1.19,-0.0002377339829895375,-0.00023779976783367104,-0.00026651927901600274,-0.00026652127143429895,-0.0002679016715486296,-0.00026790171029117795
1.2,-0.00024042773786081423,-0.0002404963289030821,-0.0002700552080597141,-0.0002700573186552139,-0.0002715021979219753,-0.0002715022396036941
1.21,-0.00024305392068928956,-0.00024312541031436014,-0.00027353912135096806,-0.00027354135602518874,-0.00027505309041142833,-0.00027505313522818573
1.22,-0.0002456364453707479,-0.00024571092804009156,-0.00027699499992186983,-0.00027699736481464477,-0.0002785783929362961,-0.0002785784410952103
1.23,-0.00024815901400053307,-0.00024823658627218964,-0.00028040660702867746,-0.00028040910852538737,-0.0002820619325318337,-0.0002820619842518145
1.24,-0.00025056019281372136,-0.00025064095336131746,-0.0002837125548209287,-0.00028371519955986937,-0.0002854423860103808,-0.0002854424415226916
1.25,-0.0002528149836766227,-0.00025289903330727177,-0.00028688787101315385,-0.00028689066589304,-0.0002886948466224252,-0.00028869490617126713
1.26,-0.00025495726713101375,-0.00025504470880210556,-0.0002899664488913202,-0.0002899694010789274,-0.00029185327405092823,-0.0002918533378940464
1.27,-0.0002570475754813604,-0.0002571385143166157,-0.000293008830652158,-0.0002930119475901016,-0.00029497827773891265,-0.00029497834614822504
1.28,-0.0002591274543048733,-0.00025922199761001626,-0.0002960565740747853,-0.00029605986348943674,-0.0002981114835503156,-0.00029811155681256556
1.29,-0.0002612164960871459,-0.0002613147533653123,-0.00029912928585850546,-0.0002991327557680459,-0.00030127256709743916,-0.00030127264551487186
1.3,-0.00026331920854277634,-0.00026342129150961095,-0.00030223148829403306,-0.00030223514701664434,-0.00030446612040166654,-0.0003044662042927298
1.31,-0.00026541410149221264,-0.0002655201240905325,-0.00030534170260192606,-0.0003053455587641176,-0.0003076707352207779,-0.0003076708249208478
1.32,-0.0002674834069637387,-0.00026759348537758854,-0.00030844216560532126,-0.00030844622815039444,-0.0003108687197095338,-0.00031086881557166706
1.33,-0.00026953986717204517,-0.000269654119840099,-0.00031154561973667657,-0.0003115498979333249,-0.0003140728884135274,-0.0003140729908092401
1.34,-0.0002715721069582203,-0.00027169065458658415,-0.0003146406863780414,-0.00031464518982908654,-0.0003172719355963062,-0.0003172720449163803
1.35,-0.0002735463689870681,-0.000273669334561371,-0.00031769359586884404,-0.00031769833452010784,-0.0003204321652330996,-0.0003204322818884164
1.36,-0.00027545975172789427,-0.00027558726052449465,-0.00032070142418169466,-0.0003207064083310061,-0.00032355072767115166,-0.00032355085209355395
1.37,-0.0002773143167724185,-0.00027744649636873766,-0.000323666202932254,-0.0003236714432385892,-0.00032662972962332724,-0.00032662986226651177
1.38,-0.00027909388353427017,-0.00027923086381826203,-0.00032657171272305554,-0.00032657722021581166,-0.0003296530274949948,-0.00032965316883543365
1.39,-0.0002807699833227482,-0.00028091189650135753,-0.00032938943315532983,-0.0003293952192437318,-0.00033259217737751886,-0.0003325923279154128
1.4,-0.00028234915898399756,-0.0002824961395904924,-0.00033212584284224506,-0.00033213191932488314,-0.0003354537350416987,-0.0003354538953019612
1.41,-0.0002838789256224937,-0.0002840311105228342,-0.00033482838775575157,-0.0003348347668302487,-0.0003382852242644876,-0.00033828539479776156
1.42,-0.0002853851173716613,-0.00028554264577018853,-0.0003375228329061109,-0.00033752952717892013,-0.00034111248848899494,-0.0003411126698727023
1.43,-0.00028684499536893226,-0.0002870080088133787,-0.0003401863656882495,-0.00034019338818457793,-0.0003439127941511051,-0.00034391298699053036
1.44,-0.0002882337836519676,-0.0002884024260375326,-0.0003427941258961952,-0.00034280149007005555,-0.0003466613606727161,-0.00034666156560212406
1.45,-0.0002895726815307736,-0.0002897470991031658,-0.00034536722073862146,-0.00034537494048300817,-0.0003493793754549325,-0.000349379593138722
1.46,-0.0002909085205113534,-0.0002910888618690386,-0.00034795238985403534,-0.0003479604795112239,-0.00035211365887121565,-0.00035211389000510855
1.47,-0.00029230102365865573,-0.00029248743975467573,-0.00035060927199125037,-0.0003506177463632189,-0.0003549239309271576,-0.00035492417623942513
1.48,-0.0002938053500459967,-0.00029399799418967687,-0.0003533929550214421,-0.00035340182938041215,-0.00035786536125354966,-0.000357865621506276
1.49,-0.000295387583217873,-0.00029558661107645796,-0.0003562694592825792,-0.0003562787493816766,-0.0003609040524327435,-0.00036090432842312816
1.5,-0.00029693768234563236,-0.00029714325194532087,-0.0003591286709255021,-0.0003591383930095341,-0.0003639299733249766,-0.00036393026588667535
1.51,-0.00029841163707847943,-0.0002986239088042278,-0.00036192648859644373,-0.0003619366594127913,-0.00036689910572799495,-0.00036689941573250155
1.52,-0.0002998590862013861,-0.000300078222795525,-0.0003647124534538625,-0.0003647230902634859,-0.0003698610743699762,-0.0003698614027280449
1.53,-0.0003012998693229446,-0.000301526035883057,-0.0003675063091841014,-0.0003675174297726562,-0.00037283570690242144,-0.00037283605456553176
1.54,-0.00030268294167661833,-0.00030291630565268423,-0.00037025690868381007,-0.00037026853137287277,-0.0003757719405596859,-0.00037577230852154926
1.55,-0.0003039491881012933,-0.0003041899192916429,-0.000372905017411355,-0.0003729171610697563,-0.0003786106254851489,-0.00037861101478325806
1.56,-0.0003050791777663874,-0.0003053274483121485,-0.0003754310667406612,-0.0003754437507959223,-0.00038133227805735894,-0.0003813326897745817
1.57,-0.00030612633833658053,-0.0003063823227147688,-0.00037788833731575806,-0.0003779015817656301,-0.00038399026421615716,-0.0003839906994823759
1.58,-0.0003071673933366583,-0.0003074312683524076,-0.00038035340907073637,-0.0003803672344948382,-0.00038666124945544827,-0.000386661709449245
1.59,-0.0003082302090403361,-0.00030850215381864776,-0.0003828540112481194,-0.0003828684388196714,-0.00038937304881595447,-0.0003893735347663425
1.6,-0.00030931144921115964,-0.000309591645188149,-0.0003853866724169532,-0.0003854017239146066,-0.00039212227687795303,-0.0003921227900661563
1.61,-0.00031040801777138443,-0.00031069664868485627,-0.0003879481604914027,-0.0003879638583111598,-0.00039490578775400127,-0.0003949063295152821
1.62,-0.00031148111947428713,-0.0003117783713534841,-0.00039049953941672276,-0.0003905159065839447,-0.0003976847317483175,-0.000397685303473853
1.63,-0.0003124556830997947,-0.00031276174425398325,-0.00039296558252365724,-0.0003929826427051581,-0.0004003839686828192,-0.0004003845718216289
1.64,-0.00031328988705858865,-0.00031360494806409017,-0.00039530429255209883,-0.00039532207006832195,-0.0004029615878898238,-0.0004029622239507473
1.65,-0.0003139810994981765,-0.0003143053531837484,-0.00039751284500987564,-0.00039753136484715006,-0.00040541485153807865,-0.0004054155220918056
1.66,-0.00031453225153819497,-0.0003148658929688883,-0.0003995939648656815,-0.000399613252688552,-0.000407746571292125,-0.00040774727797327783
1.67,-0.00031496643443963034,-0.0003153096608992445,-0.00040157052657590123,-0.00040159060873953204,-0.0004099797083049996,-0.0004099804528142691
1.68,-0.0003153237276116781,-0.0003156767385839887,-0.0004034823874448718,-0.00040350329100751907,-0.0004121542065442742,-0.0004121549906506102
1.69,-0.0003156175300541914,-0.00031598052720311265,-0.0004053427209849616,-0.0004053644737205097,-0.0004142833261181051,-0.0004142841516609632
1.7,-0.00031585809828271484,-0.00031623128543140967,-0.0004071615536102376,-0.00040718418402079713,-0.00041637717993462856,-0.00041637804882627166
1.71,-0.0003160775667089979,-0.00031646114981797284,-0.00040897078799695245,-0.00040899432532551537,-0.00041846775702803613,-0.00041846867125589366
1.72,-0.0003162811893930824,-0.0003166753765373761,-0.00041077544644374997,-0.00041079992068689765,-0.00042056016588466933,-0.00042056112751375445
1.73,-0.00031644204507306746,-0.0003168470464184552,-0.0004125483708989235,-0.00041257381281958313,-0.0004226273344358002,-0.00042262834561118586
1.74,-0.00031652149981523185,-0.00031693752759318186,-0.00041425067965575785,-0.0004142771207960048,-0.0004246304667171039,-0.00042463152966645807
1.75,-0.00031649415308625045,-0.0003169214215674086,-0.0004158567107161853,-0.00041588418341008605,-0.0004265439861948229,-0.0004265451032310047
1.76,-0.0003163473008285151,-0.0003167860262946378,-0.0004173534851557425,-0.00041738202254223397,-0.00042835499909196366,-0.00042835617261568023
1.77,-0.00031610049877208997,-0.00031655089948649004,-0.0004187602738225747,-0.00041878990985837503,-0.00043008286104785935,-0.0004300840935503855
1.78,-0.0003158015219388748,-0.0003162638181156148,-0.00042012456403622264,-0.00042015533350876847,-0.0004317751437777695,-0.00043177643784373044
1.79,-0.0003154936255494246,-0.00031596803932156187,-0.0004214893262854328,-0.0004215212648258394,-0.00043347490173252035,-0.00043347626004273856
1.8,-0.00031519554430389963,-0.0003156822996909508,-0.00042287301425847964,-0.0004229061583545179,-0.00043520067209152225,-0.0004352020974259291
1.81,-0.00031489811230517756,-0.00031539743517975755,-0.00042426618154007683,-0.0004243005685491632,-0.0004369430914225003,-0.00043694458666311336
1.82,-0.0003146014649910005,-0.0003151135830445232,-0.0004256686816419834,-0.00042570434980417787,-0.0004387020956746076,-0.00043870366380857357
1.83,-0.0003143139708384964,-0.00031483911354593565,-0.0004270886013669811,-0.000427125589817987,-0.00044048585350492435,-0.00044048749762762876
1.84,-0.0003139801200853227,-0.00031451851866895296,-0.00042847014417321153,-0.00042850849295737427,-0.0004422386496050137,-0.0004422403729232598
1.85,-0.00031352198671008114,-0.00031407387410178233,-0.0004297350802072308,-0.0004297748302905292,-0.0004438823346942028,-0.00044388414052945967
1.86,-0.00031294221151608684,-0.000313507822317914,-0.0004308857296726681,-0.000430926922955691,-0.0004454193088462603,-0.0004454212006379801
1.87,-0.0003122906406265237,-0.0003128702110697923,-0.0004319716128656522,-0.0004320142921965571,-0.0004468991714828089,-0.00044690115279181434
1.88,-0.00031156763949286085,-0.00031216140739607844,-0.00043299276687609127,-0.00043303697606354057,-0.00044832203803347277,-0.00044832411254541645
1.89,-0.0003107502491475284,-0.0003113584538730881,-0.0004339258956228758,-0.0004339716794489434,-0.0004496646899294328,-0.00044966686145832903
1.9,-0.000309832521452747,-0.0003104554038621845,-0.00043476470322375595,-0.0004348121074567982,-0.00045092090793039406,-0.0004509231804222219
1.91,-0.0003088325990336738,-0.00030947040144150846,-0.00043552697736581403,-0.0004355760487732986,-0.00045210855545163255,-0.00045211093298801343
1.92,-0.00030784100419403254,-0.00030849397032053493,-0.0004363028893416813,-0.00043635367570296944,-0.00045331787855779364,-0.00045332036535974306
