Time,U1_nodamp,U1_tmd,U2_nodamp,U2_tmd,U3_nodamp,U3_tmd
4.45,0.004050457386054534,0.00405009795389575,0.005163231197500048,0.005160505140525288,0.00511721321298392,0.005103229869038172
4.46,0.004072509773864108,0.0040721417174223494,0.005206079808381739,0.0052033022523115926,0.005164931557489291,0.005150764185077854
4.47,0.004090028416018645,0.004089651557156289,0.005244539960921595,0.005241710133514874,0.005208365793868579,0.005194013014634236
4.48,0.004102251206089461,0.004101865363674837,0.005277846970813736,0.005274964092282909,0.005246752150923212,0.005232212595877842
4.49,0.004108861587535928,0.0041084665774079035,0.0053056811512990415,0.005302744434315018,0.005279771848428736,0.0052650441584532965
4.5,0.004109946835984669,0.004109542470917123,0.005328126146932849,0.005325134796631693,0.005307509430393118,0.005292592256745449
4.51,0.0041060946338545715,0.004105680723520765,0.005345765600713667,0.005342718814705276,0.005330549431649065,0.005315441436479568
4.52,0.00409841792605473,0.004097994276991575,0.005359708154556343,0.005356605122935142,0.00535000137778042,0.005334701234655661
4.53,0.004088424743320362,0.004087991158892601,0.005371457449756656,0.005368297355114328,0.005367369785049356,0.0053518761794836035
4.54,0.004077763029427739,0.004077319309792044,0.005382657127430266,0.005379439144870574,0.005384299160324377,0.005368610790319124
4.55,0.0040681088216610335,0.004067654763730036,0.005394979162247136,0.0053917024594028785,0.005402462334342543,0.005386577910934027
4.56,0.00406113110803538,0.004060666505441643,0.005410088862784506,0.005406752599836638,0.005423525461639228,0.005407443709454003
4.57,0.004058331704836103,0.004057856347896016,0.005429484871822561,0.005426088201521532,0.0054489880204788305,0.005432707678297387
4.58,0.004060858513815294,0.004060372189492928,0.005454312499912317,0.005450854567601638,0.005479996146119745,0.005463515967448232
4.59,0.00406930384507299,0.004068806336943904,0.005485162058886456,0.005481642002528593,0.005517140964080285,0.005500459717730359
4.6,0.004083519488639121,0.00408301057685414,0.005521883861992717,0.005518300812197305,0.0055602735900722455,0.005543390060749058
4.61,0.004102645193093671,0.004102124654342639,0.005563616557336638,0.005559969637391076,0.005608533463268785,0.005591446452167138
4.62,0.004125447166100516,0.0041249147735760465,0.005609125461320618,0.005605413787223074,0.005660686679573281,0.005643395004981984
4.63,0.004150824859797864,0.004150280383159069,0.005657309225423201,0.005653531905918093,0.005715632658222544,0.00569813515613696
4.64,0.004178101008242906,0.00417754421357914,0.0057074898363162286,0.005703645972932212,0.005772694141724368,0.005754989666467193
4.65,0.004206794797352075,0.004206225447146688,0.0057591857826463765,0.005755274469736879,0.0058313903624627956,0.0058134777873130915
4.66,0.004236101590960248,0.004235519444054364,0.005811591721817929,0.005807612046604281,0.005890916709304429,0.005872794927134912
4.67,0.00426453426247687,0.0042639390740331915,0.005863219646797304,0.005859170689414501,0.005949785894205811,0.0059314538181284154
4.68,0.004290051764869829,0.004289443286336507,0.0059120272196356285,0.005907908053180771,0.006005956285488554,0.005987412849508285
4.69,0.004310401534316955,0.004309779513391487,0.005955759938401465,0.005951569628984932,0.006057174074448942,0.006038418234126024
4.7,0.004323361692672214,0.004322725873265437,0.0059921931375399385,0.0059879307443393434,0.006101215275302029,0.006082246008422346
4.71,0.004326934707940475,0.004326284830140621,0.006019325488334777,0.006014990063651736,0.006136079225126948,0.006116895532380809
4.72,0.00431964915546461,0.004318984955501442,0.006035680666143043,0.006031271255462792,0.0061602902504801745,0.006140891156149408
4.73,0.004300918040053889,0.004300239250262948,0.006040665684394071,0.0060361813264479865,0.006173256000676802,0.006153640553330165
4.74,0.004271100342577715,0.004270406691364674,0.006034632561998469,0.006030072288829544,0.006175329114406592,0.006155496387603504
4.75,0.004231269173297336,0.004230560385102491,0.006018646657475449,0.006014009494506775,0.0061675755530181935,0.0061475246460207965
4.76,0.0041828599202944055,0.004182135715557288,0.0059941350031113465,0.005989419969217632,0.006151422933804935,0.006131152972298486
4.77,0.004127205110594077,0.004126465205718218,0.005962421305804771,0.005957627413386949,0.0061281955299589555,0.006107705666780525
4.78,0.004065294341462251,0.00406453844878011,0.005924485947930888,0.005919612202993862,0.006098874270527081,0.00607816368640257
4.79,0.003997852584247206,0.003997080411985264,0.005881044321561808,0.0058760897237953745,0.006064175073701846,0.00604324297799131
4.8,0.0039252618459983514,0.0039244730982424085,0.005832468496046092,0.005827432038909092,0.006024470513447748,0.0060033161448990215
4.81,0.003847156242160566,0.0038463506188212366,0.005778382218956884,0.0057732628897646295,0.005979384819462837,0.005958007446973431
4.82,0.0037624271630737893,0.0037616043598521953,0.005717665917097245,0.00571246269711227,0.005927798877142368,0.005906197800529639
4.83,0.0036700534147010204,0.003669213123054732,0.005649286697581073,0.00564399856210725,0.00586868022754465,0.005846854778324209
4.84,0.003570114513579811,0.003569256420689023,0.005573311682313631,0.005567937600793709,0.005802096400692496,0.005780045942864862
4.85,0.0034640987777762975,0.0034632225665102595,0.005491216342499405,0.005485755278616002,0.0057295232488770815,0.005707247179722523
4.86,0.0033542880070923198,0.0033533933559760478,0.005405269499799317,0.005399720411579439,0.005653229946630953,0.0056307276975125255
4.87,0.0032428015787850954,0.00324188816196636,0.005317577660779552,0.005311939500702654,0.005575323324036964,0.005552594361211693
4.88,0.0031309538659083694,0.0031300213531249947,0.005229442517988024,0.005223714233097674,0.005497105366706546,0.005474149192144732
4.89,0.003019149251128072,0.0030181973076755454,0.005141255917677189,0.005135436449696393,0.00541896818242741,0.005395784334640021
4.9,0.0029072001916399994,0.002906228478339417,0.005052817827525744,0.005046906112975959,0.005340711967814107,0.005317300022688201
4.91,0.0027948448877576815,0.002793853060924044,0.0049638539377014484,0.004957848908025368,0.005262062608294858,0.005238422179937027
4.92,0.0026822313329860296,0.002681219044396905,0.004874499728592719,0.004868400310280848,0.005183155744768071,0.0051592864863558565
4.93,0.0025699982501077145,0.0025689651469722745,0.004785381505192257,0.004779186619913312,0.005104617806928658,0.005080519411569869
4.94,0.0024587677000364313,0.002457713424964895,0.004697109098118706,0.004690817662853931,0.005027058713264217,0.005002730914864122
4.95,0.0023484676031779966,0.0023473917941514923,0.004609598364614248,0.004603209291795661,0.004950394371054497,0.0049258369451908235
4.96,0.0022378892519863834,0.002236791542327233,0.004521628522878538,0.004515140720531147,0.00487340400970757,0.004848616774513251
4.97,0.0021248322715216573,0.002123712289864122,0.004430986819778258,0.004424399191666333,0.004793874847432789,0.004768857664486416
4.98,0.0020070058901348895,0.0020058632603963795,0.004335369531963311,0.004328680977740742,0.004709503091250637,0.004684255866474514
4.99,0.0018829695481560633,0.0018818038895088303,0.004233322467059945,0.004226531882424717,0.004618834437006216,0.004593357121572011
5.0,0.0017522966778816538,0.0017511076047249934,0.004124404798253326,0.004117511075106175,0.0045214279027198725,0.004495720493961726
5.01,0.0016151629290109524,0.0016139500509439288,0.0040087773989031525,0.004001779425510463,0.004417444161941663,0.004391506704276711
5.02,0.0014720160769532203,0.0014707789987479306,0.0038868728438471753,0.003879769505008137,0.004307315543776505,0.004281148129632739
5.03,0.0013237242515232541,0.0013224625730986596,0.0037595437440512036,0.003752333921269302,0.004191894366246746,0.0041654971369981175
5.04,0.001171998407393088,0.0011707117237894232,0.0036284854145859106,0.003621167986244775,0.004072875602992296,0.004046248749900958
5.05,0.001019659662544459,0.0010183475638982358,0.0034965035425592837,0.0034890773841029605,0.003953064549975046,0.003926208315140672
5.06,0.0008703875492273215,0.0008690496207469646,0.0033672628549574132,0.003359726839075102,0.003836125492187696,0.003809040169503769
5.07,0.0007278693023390904,0.000726505124281207,0.0032444367863556462,0.003236789783170938,0.0037257313703670603,0.0036984173064840073
5.08,0.0005946303370962389,0.0005932394847425504,0.003130538146491063,0.003122779023755746,0.003624394447711892,0.0035968520430069806
5.09,0.0004711966707318785,0.0004697787143668354,0.003026081454390982,0.0030182090776834465,0.003532628643271959,0.003504858352825846
5.1,0.00035616190385654746,0.00035471640874564723,0.002929649605777003,0.002921662838705304,0.0034490161986750877,0.0034210185332548874
5.11,0.0002472675783202044,0.00024579410468903335,0.0028389738737931037,0.0028308715782027157,0.003371287678192214,0.003343063205240966
5.12,0.00014278670981758627,0.00014128481283160775,0.0027523172430743894,0.002744098279260703,0.003297705302140491,0.003269254646772922
5.13,4.226209016739985e-05,4.0731319912510755e-05,0.002669212743803107,0.002660875970728726,0.0032278012802911898,0.0031991251262956243
5.14,-5.373721551824364e-05,-5.5297314054366215e-05,0.002590220119050033,0.002581764394566893,0.00316213447861577,0.0031332335694620557
5.15,-0.0001444143545941255,-0.00014600424153986507,0.002516127492044575,0.002507551673120946,0.0031014920860368187,0.0030723672258901303
5.16,-0.00022947471914962485,-0.0002310948597664313,0.002447221366708064,0.002438524309660479,0.003046159614517224,0.0030168116692575932
5.17,-0.0003091992048122764,-0.00031085006951081333,0.002383213294801435,0.002374393855531597,0.002995847565820949,0.0029662774640683755
5.18,-0.00038390080619727355,-0.00038558287055268363,0.002323783209701461,0.0023148402439381543,0.0029502347649454147,0.002920443499090407
5.19,-0.0004536412818171592,-0.0004553550265834247,0.002268862760137212,0.002259795123683273,0.0029092516935588604,0.0028792403207982473
5.2,-0.0005187728048275848,-0.0005205187159509601,0.0022180936438829365,0.0022089001928673317,0.002872538823442691,0.0028423084668205306
5.21,-0.000580600310496386,-0.0005823788791278756,0.002170165108090896,0.002160844699225941,0.002838784116605494,0.0028083359660589177
5.22,-0.0006413587144397922,-0.0006431704369466522,0.0021228364496345487,0.0021133879404783224,0.0028057455254020705,0.0027750808388118877
5.23,-0.0007035459582853379,-0.0007053913362615755,0.002073603682163095,0.0020640259313870753,0.0027709176593241867,0.002740037763570052
5.24,-0.0007691095044655086,-0.0007709890447413565,0.0020205128698797085,0.002010804737541686,0.0027323451184630525,0.002701251410483039
5.25,-0.0008391471389236992,-0.0008410613535740359,0.0019624592947005814,0.001952619642522886,0.0026889216603102496,0.002657615608164628
5.26,-0.0009140861829958519,-0.0009160355893475447,0.0018990082901116049,0.001889035981764688,0.002640211033230466,0.0026086941771694874
5.27,-0.00099396355152964,-0.0009959486721677852,0.0018301152417115449,0.0018200091431029534,0.0025861669766060833,0.002554440930141566
5.28,-0.0010787474547596164,-0.0010807688175326505,0.0017558039211048092,0.0017455629006735993,0.002526811554320308,0.0024948780053008273
5.29,-0.001168619051200516,-0.0011706771892241745,0.001675884819814395,0.001665507748831021,0.0024619534882455592,0.002429814199935028
5.3,-0.0012639390642957549,-0.0012660345159558454,0.0015899884832237222,0.0015794742360954353,0.0023912214917371413,0.0023588783038965737
5.31,-0.0013647527722733938,-0.0013668860812273626,0.0014980605112167244,0.0014874079657985245,0.0023145592697989283,0.0022820140997711555
5.32,-0.001470131799321764,-0.001472303514499025,0.0014010198921662795,0.0013902279300774575,0.002232883852587758,0.002200138696384865
5.33,-0.0015780465533351518,-0.001580257228936155,0.0013008868369011072,0.0012899543438474144,0.0021482134289232337,0.002115270362316501
5.34,-0.0016860136977174037,-0.0016882638932114132,0.0012001356126132522,0.0011890614787147308,0.00206302017980298,0.002029881359415078
5.35,-0.001792045677225169,-0.0017943359573467234,0.0011007452100230194,0.001089528330147529,0.0019792809452566953,0.0019459486096559003
5.36,-0.0018949564292331327,-0.0018972873639771595,0.0010038936771428432,0.0009925329512453216,0.0018981715578723446,0.0018646480286685272
5.37,-0.001993877554909799,-0.0019962497195253554,0.0009104419529853769,0.000898936286452868,0.001820550676327844,0.001786838359269966
5.38,-0.002087734556599614,-0.002090148531582219,0.0008214577012115086,0.0008098060052139868,0.001747483618928229,0.0017135850050031035
5.39,-0.002175361954340742,-0.0021778183254232823,0.000738100310369021,0.0007263015022160498,0.0016801273638149742,0.0016460450303470158
5.4,-0.002256174996640277,-0.0022586743547824534,0.0006609492273828627,0.0006490022308861177,0.001619058882514118,0.0015847954942658216
5.41,-0.0023308095357744995,-0.002333352477150782,0.0005893639576501519,0.000577267703491835,0.0015636351401565037,0.0015291934504293731
5.42,-0.002401211741131602,-0.002403798867117665,0.0005213940651140044,0.0005091474912211851,0.0015119030957034582,0.0014772859474391047
5.43,-0.002470027759884958,-0.002472659677042561,0.0004543891723584775,0.0004419912242833868,0.0014612097021778883,0.0014264200290590166
5.44,-0.002539765121599168,-0.002542442441659464,0.0003858372940824324,0.0003732869253887367,0.0014090402402341248,0.0013740810677851142
5.45,-0.0026122176138858874,-0.002614940953731115,0.0003139398372871113,0.0003012360099421948,0.0013535933183998474,0.0013184677650866308
5.46,-0.002688038641316777,-0.0026908086229603216,0.00023803826816131416,0.00022517995293459538,0.0012942075399900899,0.0012589188183190375
5.47,-0.002766441411849498,-0.0027692586624142824,0.00015891411230000492,0.00014590028916731162,0.0012316615033599958,0.001196212920975492
5.48,-0.002845284258699805,-0.00284814941039497,7.870395488049231e-05,6.553361343451997e-05,0.0011680888021629787,0.0011324837629433774
5.49,-0.00292162101132,-0.0029245347014158593,3.494407533959565e-07,-1.2978419379728373e-05,0.001106428025614266,0.0010706700307659175
5.5,-0.0029924246480005348,-0.0029953875188017632,-7.312605891446032e-05,-8.66124276524865e-05,0.0010496994254264624,0.0010137920745754854
5.51,-0.0030553891474460687,-0.0030584018462630927,-0.00013941911345379662,-0.00015306496982951174,0.0010002032494170854,0.0009641502416985569
5.52,-0.003109592813764597,-0.0031126559928831674,-0.0001976095662811902,-0.00021141587800741133,0.0009588564084546775,0.0009226615435989104
5.53,-0.0031555647596354583,-0.003158679076284353,-0.000248227201894275,-0.0002621949249226563,0.0009251258100767709,0.000888792989492345
5.54,-0.003194709656352579,-0.00319787577266942,-0.0002926767462376443,-0.0003068068243112808,0.0008976033587796398,0.0008611365866328447
5.55,-0.0032284958740725223,-0.003231714457067665,-0.0003324262004191729,-0.0003467195646189863,0.000874817622979782,0.0008382210072701232
5.56,-0.00325794540039709,-0.003261217121915558,-0.00036849684110997714,-0.00038295440939486753,0.0008557438353137325,0.0008190215889451519
5.57,-0.003283645501574968,-0.0032869710382564046,-0.00040147488763776974,-0.00041609756437852106,0.0008397922262761483,0.0008029486681236059
5.58,-0.003306143710914096,-0.003309523744150696,-0.00043190650244496,-0.000446695177951888,0.0008264130245294259,0.0007894525805004787
5.59,-0.0033261194383384877,-0.0033295546542308615,-0.00046046945823845627,-0.0004754250082827868,0.0008149247905514517,0.0007778519946424696
5.6,-0.0033440455912859654,-0.00334753668059692,-0.0004876348051572395,-0.0005027580904862093,0.0008048527502880774,0.0007676722456347249
5.61,-0.003359728621242507,-0.003363276279348712,-0.0005132068712977169,-0.0005284987371433889,0.000796388795476915,0.0007591053353985246
5.62,-0.003372263666813405,-0.003375868593654899,-0.0005362782632846878,-0.0005517395388664744,0.000790436483975703,0.0007530549330131674
5.63,-0.0033803630586701416,-0.0033840259586976453,-0.0005555582002436747,-0.0005711896982645646,0.0007882827067618265,0.0007508080417086237
5.64,-0.003382706460742486,-0.003386428042862501,-0.0005697225145212309,-0.0005855250306577164,0.0007912476882695591,0.0007536849991955268
5.65,-0.003377957651757724,-0.0033817386292753753,-0.0005774303191597764,-0.0005934046315454793,0.0008006683200649236,0.0007630228113323928
5.66,-0.0033645896585478806,-0.0033684307491074635,-0.0005771490088030044,-0.0005932958775060012,0.0008180731611913866,0.000780350152463282
5.67,-0.003341033236522132,-0.0033449351620453327,-0.0005673025940457518,-0.0005836227605395986,0.0008450341051862646,0.0008072390324257744
5.68,-0.0033062752787538447,-0.003310238765375606,-0.0005468700359006603,-0.0005633642225291217,0.0008825680471010366,0.0008447064635624511
5.69,-0.0032604087401646915,-0.0032644345181666824,-0.0005159352470328395,-0.0005326041564683223,0.0009305868838587532,0.0008926644610690675
5.7,-0.003204545768341099,-0.0032086345720827546,-0.00047560042639736,-0.0004924447410930662,0.0009879841812817204,0.0009500067100125981
5.71,-0.003140092498655505,-0.0031442450665026046,-0.00042726106058550847,-0.00044428144222130844,0.0010533601744559821,0.0010153335656856635
5.72,-0.0030680556209788973,-0.0030722726952296473,-0.0003719125918731975,-0.0003891096807952364,0.001125715101432441,0.0010876453872971884
5.73,-0.002988844054832103,-0.002993126381640679,-0.00030995208631579756,-0.0003273265009698474,0.0012046475369311377,0.001166540871665798
5.74,-0.0029023506815553735,-0.0029066990108528984,-0.00024125990190427036,-0.00025881223826283993,0.0012902727260485185,0.0012521353869157856
5.75,-0.00280812242883059,-0.002812537514243507,-0.00016536969012758478,-0.00018310052111080344,0.0013830525846341925,0.0013448909728421487
5.76,-0.002705690336115272,-0.002710172934881082,-8.179839761432905e-05,-9.970827250462287e-05,0.0014834656996703353,0.0014452863412778476
5.77,-0.0025950128821350736,-0.0025995637550154,9.510398816995278e-06,-8.579045033582617e-06,0.001591563996320214,0.001553373543129762
5.78,-0.002476825871555869,-0.0024814457827468136,0.0001078364903834117,8.956697734623978e-05,0.0017066227383123198,0.0016684279687498285
5.79,-0.002352630563606274,-0.002357320280646022,0.00021169470119987451,0.0001932446441805244,0.0018271521949932456,0.0017889600149744922
5.8,-0.0022242017892240306,-0.0022289620828976776,0.00031932655313786156,0.0003006955033814212,0.001951389308382461,0.0019132067521656219
5.81,-0.002092879491675776,-0.0020977111359173433,0.00042940859735670885,0.00041059613276497745,0.0020780060268954566,0.0020398402579193697
5.82,-0.0019589937529747416,-0.0019638975247663394,0.0005416274124955032,0.0005226331382490939,0.0022066843057350857,0.00216854261744279
5.83,-0.0018216049774163144,-0.0018265816566844202,0.0006569396028285223,0.0006377631520149956,0.0023383761072842337,0.0023002659239313604
5.84,-0.0016784392089260543,-0.0016834895784348682,0.0007776367963427766,0.0007582778305907725,0.002475368401499625,0.002437297278947192
5.85,-0.0015262318625911297,-0.0015313567078329734,0.0009070023093590606,0.0008874605194783928,0.0026209398329732183,0.0025829154594644074
5.86,-0.0013613797770594973,-0.0013665798861422216,0.0010486594776584624,0.0010289345842861407,0.002778709054660948,0.0027407392515814274
5.87,-0.0011805631787962683,-0.0011858393423276321,0.001205949987425967,0.0011860417416781014,0.002952013061611915,0.002914105784233258
5.88,-0.0009812191905537255,-0.0009865722015227109,0.0013814605393397401,0.0013613687234692886,0.0031434338580310713,0.003105597196236852
5.89,-0.0007621368429024569,-0.0007675674965574878,0.0015764278458187092,0.0015561522738790261,0.0033542034576751257,0.0033164456366692567
5.9,-0.0005238235535086685,-0.0005293326472326958,0.0017903719614617787,0.0017699124799759156,0.003583837217581373,0.0035461665985782424
5.91,-0.0002684547718771113,-0.00027404310505952615,0.00202114628006156,0.0020005027686972638,0.0038301838384624835,0.0037926089193584677
5.92,4.464785208539257e-07,-5.221895384490257e-06,0.0022652575315803007,0.002244429903830667,0.004089745365100295,0.0040522747811262095
5.93,0.00027853509103800575,0.0002727858734045677,0.002518390779138549,0.0024973789830082713,0.004358202186738311,0.004320844711092376
5.94,0.0005610493520524207,0.000555218486082903,0.002775814416059405,0.002754618434756571,0.004630818037472627,0.004593582581933524
5.95,0.0008431680495272426,0.0008372547291519486,0.0030327368296708375,0.0030113566823042033,0.0049027966633076936,0.004865692278827271
5.96,0.0011204058502245408,0.0011144092680565188,0.003284701398560898,0.0032631371408425877,0.0051696768225433145,0.005132712699818539
5.97,0.0013888669242988346,0.001382786271781709,0.003527839823303899,0.0035060915482574644,0.0054275856194926555,0.005390771089516383
5.98,0.0016454001506747639,0.001639234618233979,0.003759027124000062,0.003737094962673832,0.005673393504864354,0.005636738039454492
5.99,0.001887772562531659,0.001881521339729171,0.003976054971296438,0.003953939093482103,0.005904887609475205,0.0058684008217818814
6.0,0.0021146477041876265,0.002108309979880075,0.004177610017548976,0.004155310632505315,0.006120750077959876,0.006084441722950176
6.01,0.00232549059080654,0.00231906555330694,0.004363178894781079,0.004340696251962775,0.006320463069144129,0.006284343044064019
6.02,0.002520484283415605,0.0025139711206585784,0.004532964879425188,0.0045102992692166565,0.006504225423081382,0.006468303767894399
6.03,0.002700429753802129,0.002693827653512724,0.004687787890498101,0.0046649396449522425,0.006672852661419094,0.0066371395592213995
6.04,0.002866262422905651,0.002859570572771774,0.004828601154529626,0.004805570648111423,0.006827293654428131,0.006791799431839573
6.05,0.0030183354678504316,0.003011553055698933,0.0049557745372453615,0.004932562187580244,0.006967913954694975,0.006932649082225732
6.06,0.003156169926669679,0.003149296140646119,0.005068844542023476,0.005045450810650356,0.007094245797476607,0.007059220889869034
6.07,0.0032787381957034446,0.003271772224455564,0.0051667976418176475,0.005143223034946561,0.007205271434384603,0.007170497250929913
6.08,0.00338549744170133,0.0033784384745662744,0.005249103611222441,0.005225348680496679,0.007300456467064986,0.007265943911894398
6.09,0.0034777560815137504,0.0034706033087090757,0.00531708219198657,0.005293147535249206,0.0073811165142070485,0.007346876636557024
6.1,0.0035592416063585848,0.0035519942191770686,0.0053744714252370865,0.00535035768730182,0.00745098554521439,0.00741702953966559
6.11,0.0036353082422175905,0.0036279654332258882,0.005426635983662866,0.005402343857089083,0.007515424213871348,0.007481763420560975
6.12,0.003711598009955324,0.0037041589731964877,0.005479228836928615,0.005454759062800546,0.007580081525338036,0.007546727430145193
6.13,0.0037929536470444397,0.0037854175782443596,0.005537104583627729,0.005512457952337626,0.007649808169807171,0.007616772404510895
6.14,0.0038827250878510733,0.003875091184628841,0.00560362611644534,0.0055788034684805385,0.0077279631894891935,0.0076952575318988215
6.15,0.003982511150875777,0.003974778612958011,0.005680406287222199,0.005655408513955966,0.007816155645592167,0.007783792019649704
6.16,0.004092303045002671,0.004084471074441839,0.00576745123862034,0.005742279283106405,0.00791438795196293,0.007882378427817117
6.17,0.004211066271719019,0.004203134073115784,0.005863742069090527,0.00583839692686117,0.008021637542056034,0.007989994336107769
6.18,0.0043375624815308236,0.0043295292622604386,0.005968056497828302,0.00594253921769589,0.008136678535896944,0.008105414010815734
6.19,0.004470987882827624,0.004462852853270421,0.006079607196385988,0.006053918881247826,0.008258720073705985,0.008227846738417166
6.2,0.004610956566353969,0.004602718940129937,0.006198025120262782,0.006172166927909161,0.008387389649516212,0.00835692015915861
6.21,0.0047570271792359824,0.004748686173443503,0.006322886173801081,0.0062968593177264,0.008522259778118374,0.008492206933972117
6.22,0.004908356343803642,0.004899911179262367,0.0064533645417328,0.006427170291949637,0.008662501328666087,0.008632878078050313
6.23,0.005063545486716549,0.0050549953882144645,0.006588079354064079,0.006561719037920092,0.008806730191607754,0.008777549627747907
6.24,0.0052205699008628864,0.0052119140974076225,0.006725023517658732,0.0066984985206562184,0.00895293611227839,0.00892421147414286
6.25,0.0053769945092597355,0.005368232234334105,0.006861779214548763,0.006835090981166774,0.009098698191151158,0.009070442863257025
6.26,0.005530381770171175,0.0055215122619929665,0.006995925566994543,0.006969075601513398,0.009241592550748549,0.009213820062936128
6.27,0.005678620849165605,0.0056696433509516656,0.007125367635972623,0.007098357503300686,0.009379521335879605,0.00935224536305562
6.28,0.005820002230114993,0.005810915990349644,0.007248410919760951,0.007221242246263537,0.009510787213869876,0.009484021575718976
6.29,0.005953035639118888,0.005943839911826668,0.007363579185957482,0.007336253660287734,0.00963391120811717,0.009607669868781619
6.3,0.006076216822025834,0.0060669108670486195,0.007469381136940601,0.0074419005108721705,0.009747399364973142,0.009721696432700419
6.31,0.00618800767657625,0.006178590759854721,0.0075642904087845995,0.007536656498046029,0.009849722753950503,0.009824572480708652
6.32,0.006287121358659163,0.006277592752518713,0.007647030570307179,0.007619245255417773,0.009939602467922465,0.009915019248983
6.33,0.00637313394712021,0.006363492930561266,0.007717186788911175,0.007689252016018236,0.010016621289981074,0.009992619663469223
6.34,0.006446855949024443,0.006437101808017229,0.007775577496528568,0.007747495278245828,0.010081595360287627,0.010058190006699767
6.35,0.006509962044593337,0.006500094072377112,0.007823884388964319,0.007795656805211423,0.010136204176248484,0.010113409917936604
6.36,0.006564312526588241,0.00655433002397502,0.007863974091947648,0.007835603290790496,0.01018231225934955,0.010160144059972582
6.37,0.006611351507094495,0.006601253782777258,0.007897296493884572,0.007868784692376356,0.010221367488649326,0.010199840452591223
6.38,0.0066519152263382845,0.006641701597203717,0.007924693078653048,0.00789604256367585,0.010254209434263889,0.010233338806018292
6.39,0.006686338749561435,0.006676008541007211,0.007946503591785876,0.007917716720892582,0.010281176024176992,0.010260977187698389
6.4,0.006714927647844715,0.006704480194101319,0.00796303770671312,0.007934116908969543,0.010302575211042,0.01028306368906323
6.41,0.0067385245847909996,0.006727959229248121,0.007975141691054101,0.007946089467881137,0.010319251638975575,0.01030044309229161
6.42,0.006758792783979589,0.0067481088795171024,0.007984482072932432,0.007955300998948008,0.010332870310343084,0.010314780537060983
6.43,0.0067781877416784216,0.006767384651001952,0.00799351764061208,0.007964210364472746,0.010345888585869002,0.010328533520623982
6.44,0.006799595913345305,0.00678867300932642,0.008005138442087417,0.007975707687329423,0.010361195184739,0.01034459089787652
6.45,0.006825593803709524,0.006814550469730524,0.008021925117939725,0.007992373683819358,0.010381369518026918,0.010365532214750737
6.46,0.006857760879927789,0.0068465965102311385,0.008045461900795121,0.00801579266312813,0.010407994688779973,0.010392940708266147
6.47,0.006896467644513368,0.006885181644555761,0.00807612461473909,0.008046340526739006,0.010441445492095415,0.010427191306572168
6.48,0.006941022477640154,0.006929614264451225,0.0081132273413838,0.008083331434498955,0.010481035081855265,0.010467597295648725
6.49,0.006990076847896024,0.006978545850441735,0.008155427419281509,0.008125422804030542,0.01052541997078575,0.010512815319331573
6.5,0.00704206883323426,0.007030414492784936,0.008201168776702102,0.008171058643507794,0.01057304336384137,0.0105612887126622
6.51,0.007095369393246953,0.007083591163749984,0.008248828047785522,0.008218615667806713,0.010622281274913567,0.010611393618562361
6.52,0.0071481269854430166,0.0071362243339002564,0.008296559022080813,0.00826624774804225,0.010671286976863979,0.0106612834378332
6.53,0.007198058851003965,0.007186031257853785,0.008342083710825675,0.00831167697784555,0.010717782068215546,0.010708679895812279
6.54,0.007242491881969152,0.007230338841473197,0.00838273294666078,0.008352234273075753,0.010759097073168132,0.010750913642355168
6.55,0.007278833418186213,0.00726655443882083,0.008415916933469643,0.008385329921657157,0.010792641991605326,0.010785394801808255
6.56,0.0073051902686417335,0.0072927848734940775,0.008439744129685045,0.008409072466882704,0.010816525182425794,0.010810231856306184
6.57,0.007320950347524772,0.007308418074693626,0.00845360291504725,0.00842285037416906,0.010830135030199152,0.010824813312393912
6.58,0.007327349097291541,0.007314689500292802,0.008458728257442474,0.00842789869789173,0.010834706611813084,0.010830374367640082
6.59,0.007327432382800139,0.007314645030976993,0.008458165046430427,0.00842726241490906,0.010833285029778452,0.01082996024390844
6.6,0.007325127667577497,0.0073122121465152715,0.00845583976007004,0.008424868091384149,0.010829797078858958,0.010827497853954003
6.61,0.007323986987763932,0.007310942899709618,0.008455303798345248,0.008424267216206646,0.010827794579358825,0.010826539134677338
6.62,0.007326331812523871,0.007313158776810336,0.008458878483194047,0.008427781201017564,0.010829599377068403,0.010829406047036905
6.63,0.007333053095671224,0.007319750749146068,0.008467455058499723,0.008436301380196073,0.010836103343201078,0.01083699057595286
6.64,0.00734391809745823,0.0073304860949172925,0.008480801356741065,0.00844959567750503,0.010847075040988184,0.010849061396868991
6.65,0.007358007230880557,0.00734444524550608,0.008497998465658543,0.008466745272752287,0.010861596392265204,0.010864700542306118
6.66,0.007373872248417112,0.007360179972220538,0.008517598728287622,0.008486302601818863,0.010878220677382608,0.010882461401740368
6.67,0.007389552792507556,0.007375729936776947,0.008537642076378601,0.008506307690073432,0.01089498886844139,0.01090038505480628
6.68,0.007402900953450074,0.007388947249202145,0.008555980363891044,0.008524612485861172,0.010909753962519968,0.010916324604491528
6.69,0.0074120154385283205,0.007397930636965073,0.008570711367243,0.008539314860747167,0.01092061498155916,0.010928379176989904
6.7,0.007415317011914141,0.0074011008848840565,0.008580254118984883,0.008548833943184272,0.010925992305571957,0.010934969254879355
6.71,0.007411273930556205,0.007396926271020012,0.00858307424156833,0.008551635452275665,0.010924353005844809,0.010934562010291743
