time(t), H.Exact(u), C.D(u1), C.D(v1), C.D(a1), N.L.A(u2), N.L.A(v2), N.L.A(a2)
4.24, -0.0036087615400162455, -0.0009757684575811935, -0.001111705836547117, 0.16090103198668107, -0.0010527674091613455, -0.0002928785985292495, 0.1672709930226165
4.26, -0.0036568680914957795, -0.0009658223679147997, 0.001893277877339965, 0.1395973394020274, -0.0010267834653172167, 0.002810638843451648, 0.14308075117547325
4.28, -0.0037024293835418443, -0.0009000373424875949, 0.004627525822313051, 0.1338274550952815, -0.0009425268326604159, 0.005586409699862085, 0.13449633446557008
4.3, -0.003745131364035952, -0.0007807213350222777, 0.007391874545583331, 0.14260741723174675, -0.0008034998514779929, 0.008336264432983593, 0.14048913884658076
4.32, -0.0037847104044793946, -0.0006043623606642617, 0.010323254199791148, 0.1505305481890349, -0.0006083297826536219, 0.011198090069222646, 0.14569342477732405
4.34, -0.0038209603996513684, -0.00036779116703063175, 0.012585483134304715, 0.07569234526232169, -0.00036036007344512926, 0.013342341995055369, 0.06873176780594781
4.36, -0.003853737922901633, -0.00010094303529207311, 0.012212181138766362, -0.11302254481615706, -9.238641263804132e-05, 0.012824047452892973, -0.12056122202218766
4.38, -0.0038829653072693913, 0.00012069607852002272, 0.009068983578227002, -0.2012972112377789, 0.0001341516927099179, 0.009538233116629819, -0.2080202116041283
4.4, -0.003908631591150943, 0.00026181630783700697, 0.005165154343575709, -0.18908571222735038, 0.00028421018591323133, 0.00551250986327866, -0.19455211373098802
4.42, -0.003930791336505068, 0.00032730225226305107, 0.0016679820439397986, -0.16063151773624063, 0.00035752710135832387, 0.001918038727516438, -0.16489499984523448
4.44, -0.003949561395362727, 0.0003285355895945989, -0.0017459645828711442, -0.18076314494485365, 0.00036165427311770927, -0.0015680516926727243, -0.1837140421736818
4.46, -0.003965115764558652, 0.0002574636689482053, -0.005347465349944328, -0.1793869317624648, 0.00029373790004317803, -0.0052142121540974164, -0.18090200396878742
4.48, -0.003977678727143311, 0.00011463697559682578, -0.008152649662420245, -0.10113149948512688, 0.00015855866357424172, -0.00803944112245774, -0.10162089286724485
4.5, -0.003987516530095249, -6.86423175486045e-05, -0.00898478722800926, 0.017917742926225284, -1.461076249200928e-05, -0.008880322736349724, 0.01753273147804668
4.52, -0.0039949278902338126, -0.00024475451352354467, -0.008335045067931843, 0.04705647308151646, -0.00018679897763721146, -0.008242914113861346, 0.04620813077079111
4.54, -0.004000233652439162, -0.00040204412026587826, -0.0075955359203031085, 0.02689444168135703, -0.00034378779654818204, -0.007524575916630799, 0.025625688952263914
4.56, -0.0040037659455711425, -0.000548575950335669, -0.006782614984787924, 0.05439765187016139, -0.00048735017971627615, -0.006741462531475154, 0.052685649563300796
4.58, -0.00400585719135624, -0.0006733487196573952, -0.005628270459239089, 0.06103680068472218, -0.0006112336775234017, -0.005626456103751534, 0.05881499320906158
4.6, -0.004006829319870019, -0.0007737067687052326, -0.004692892255066778, 0.03250101973250886, -0.0007139220268634219, -0.0047384901255905845, 0.029981604607033585
4.62, -0.004006983532339065, -0.0008610644098600664, -0.0035654546167552545, 0.08024274409864354, -0.0007995368321572721, -0.0036650565889666926, 0.07736174905535576
4.64, -0.004006590928433745, -0.0009163249533754428, -0.0013211406696520488, 0.14418865061167702, -0.0008531538253732789, -0.0014860532950211878, 0.14053858033919475
4.66, -0.004005884281963211, -0.0009139100366461483, 0.0020553390249987927, 0.19345931885340714, -0.000851557188768426, 0.0018062162773783566, 0.18868837690075968
4.68, -0.00400505120715137, -0.000834111392375491, 0.005988733073584196, 0.19988008600513285, -0.0007773436769995447, 0.005632710441567867, 0.19396103951819132
4.7, -0.00400422890895094, -0.0006743607137027805, 0.009565181805198355, 0.15776478715628287, -0.0006287535036171459, 0.009083494729042163, 0.15111738922923834
4.72, -0.004003500656821895, -0.0004515041201675568, 0.013094781926909417, 0.19519522501482334, -0.00041440120136958545, 0.012474681986757366, 0.18800133654228146
4.74, -0.004002894063880576, -0.00015056943662640376, 0.017292927848747693, 0.2246193671690043, -0.00012538514460324262, 0.01652303117601388, 0.21683358238336936
4.76, -0.004002381194215089, 0.00024021299378235102, 0.02123826842139626, 0.1699146900958519, 0.00024478573008250007, 0.02031123302699995, 0.16198660271523657
4.78, -0.004001880462377034, 0.0006989613002294466, 0.023095392912330568, 0.015797758997579018, 0.000673208323686684, 0.02202105695947534, 0.008995790532301484
4.8, -0.004001260232470277, 0.0011640287102755737, 0.022168097993846923, -0.10852725084594332, 0.001107308266192346, 0.020982919551575573, -0.11280953132227811
4.82, -0.004000343971632077, 0.0015856852199833235, 0.01922844528944745, -0.18543801959400405, 0.0014995066051522621, 0.01799200705405905, -0.1862817184293748
4.84, -0.0039989167656501986, 0.0019331665218534717, 0.014905907718712951, -0.24681573747944582, 0.0018182634092874838, 0.013692323696458885, -0.243686617330642
4.86, -0.003996732964384498, 0.0021819215287318416, 0.010092953238156883, -0.23447971057616104, 0.0020444562923565153, 0.008981151240743413, -0.22743062824090599
4.88, -0.003993524692718357, 0.002336884651379747, 0.0062229903056486915, -0.15251658267465798, 0.0021842648991537727, 0.005283294820510848, -0.1423550137823506
4.9, -0.00398901093982924, 0.0024308411409577893, 0.0038838017663770426, -0.08140227125250694, 0.0022663366005190224, 0.0031677157015892908, -0.0692028981098054
4.92, -0.003982906926210342, 0.0024922367220348287, 0.002316260802291822, -0.0753518251560151, 0.0023163410732396097, 0.001857268486007566, -0.061841823448367084
4.94, -0.0039749334443529094, 0.002523491573049462, 0.0006836547952962166, -0.08790877554354544, 0.0023403403304184146, 0.0005037698392892733, -0.07350804122346222
4.96, -0.003964825875248295, 0.0025195829138466774, -0.0013064795925747967, -0.11110466324355588, 0.002334206135809461, -0.001192588457686941, -0.09612778847415923
4.98, -0.003952342598516879, 0.0024712323893464703, -0.0035731558035456603, -0.11556295785353048, 0.0022908442472644648, -0.0031578284816339763, -0.10039621392054424
5.0, -0.003937272538350377, 0.002376656681704851, -0.006455137456319159, -0.1726352074238194, 0.0022038049894054544, -0.005736269576378145, -0.15744789555387254
5.02, -0.003919441619630947, 0.002213026891093704, -0.010559808963743108, -0.23783194331857557, 0.002053249234752709, -0.009536345089616805, -0.22255965576999306
5.04, -0.0038987179473986187, 0.0019542643231551266, -0.015841013974173656, -0.29028855772447865, 0.0018145203729610223, -0.014511042531819486, -0.27491008845027454
5.06, -0.003875015566920663, 0.0015793863321267576, -0.022071050965491622, -0.33271514140731806, 0.0014664907316098278, -0.02043326025453745, -0.3173116838215202
5.08, -0.003848296709471186, 0.0010714222845354616, -0.028703524263321956, -0.330532188375715, 0.0009944869056466364, -0.026760936547188634, -0.3154559454435968
5.1, -0.0038185724789613026, 0.00043124536159387954, -0.03512050141395479, -0.31116552668756875, 0.0003974074847256211, -0.03288548058933906, -0.2969984587714434
5.12, -0.003785901985133481, -0.0003333977720227301, -0.03989340243591515, -0.16612457550846707, -0.0003101774048451173, -0.037396787669218216, -0.15413224921647029
5.14, -0.0037503899785237237, -0.0011644907358427266, -0.041608301311114836, -0.005365312011501203, -0.001078480117286317, -0.038910509035578855, 0.0027601125804075366
5.16, -0.0037121830892411275, -0.0019977298244673236, -0.040873298009602765, 0.07886564216270789, -0.001850858915205267, -0.03806340274248887, 0.08195051672859321
5.18, -0.0036714648143676564, -0.0027994226562268374, -0.038600967373507725, 0.14836742144679646, -0.002591481593941177, -0.03578610149269469, 0.1457796082508267
5.2, -0.003628449436149259, -0.0035417685194076326, -0.03481612147345391, 0.230117168558585, -0.0032730057259276477, -0.03211421289508951, 0.2214092515096926
5.22, -0.0035833750840357616, -0.004192067515164994, -0.029197099665482073, 0.3317850122385986, -0.0038646642719069608, -0.02673444862181488, 0.31656717581777194
5.24, -0.0035364961771604045, -0.004709652506026916, -0.02132613663883877, 0.455311290425732, -0.004328262642186259, -0.019236530056442786, 0.4332246807194382
5.26, -0.0034880754994101957, -0.005045112980718545, -0.011430920943669752, 0.5342102790911697, -0.004621544378865491, -0.009851447196193568, 0.5052836053054843
5.28, -0.0034383761664704663, -0.005166889343773706, -0.0015144851092128118, 0.45743330435452434, -0.004723009041381901, -0.0005696410381291345, 0.4228970105009595
5.3, -0.0033876537430487736, -0.005105692385087057, 0.0067316542679953266, 0.3671806333662895, -0.004656079915917564, 0.0069496807908992365, 0.3290351724018774
5.32, -0.0033361487590817477, -0.004897623173053893, 0.013791785980994979, 0.33883253793367574, -0.004453290983894294, 0.013228626497673278, 0.2988593982755261
5.34, -0.0032840798565506773, -0.004554020945847258, 0.02024891971264917, 0.30688083523174337, -0.004131092415893493, 0.018883938222018382, 0.26667177415898324
5.36, -0.003231637774264071, -0.004087666384547926, 0.025887244262945853, 0.25695161979792486, -0.0037033126272565794, 0.0237323741099104, 0.21817181463021829
5.38, -0.00317898034750981, -0.003518531175329424, 0.030894649798301997, 0.24378893373769087, -0.0031857167393409824, 0.02799291682121658, 0.20788245650039894
5.4, -0.0031262286639178586, -0.002851880392615846, 0.03584952121125543, 0.25169820755765343, -0.002583491614621454, 0.032269110500492124, 0.21973691142715346
5.42, -0.0030734644774338253, -0.0020845503268792065, 0.04102726773105379, 0.26607644442218337, -0.0018928865541630701, 0.03685516895350178, 0.23886893387381036
5.44, -0.0030207289403117875, -0.001210789683373694, 0.04577350462714689, 0.20854724518712656, -0.0011114614541521896, 0.0411147377558904, 0.1870879463650521
5.46, -0.0029680226698784807, -0.0002536101417933309, 0.04835920522031186, 0.05002281412937051, -0.0002618291103547338, 0.04334449659418706, 0.0358879374646115
5.48, -0.0029153071238982747, 0.0007235785254387805, 0.048195961691640685, -0.06634716699648811, 0.0006050644244336265, 0.04298615765523381, -0.07172183135993748
5.5, -0.0028625072170462883, 0.0016742283258722966, 0.04607831447275873, -0.14541755489170757, 0.0014458072705041307, 0.040856329913707426, -0.14126094279270518
5.52, -0.00280951507256572, 0.0025667111043491298, 0.042508286501255266, -0.21158524225863906, 0.002230922330823182, 0.0374672086483699, -0.1976511837410495
5.54, -0.002756194768821213, 0.0033745597859225073, 0.0377766928685763, -0.26157412100925714, 0.002938041944156581, 0.03311003654068052, -0.23806602702789093
5.56, -0.0027023879111870387, 0.004077778819092182, 0.032453139119754414, -0.27078125387293145, 0.003552602144540939, 0.0283446172465716, -0.23847590238300143
5.58, -0.002647919836371441, 0.004672685350712684, 0.02682564607755847, -0.2919680503466631, 0.004070898842784787, 0.02344002926726401, -0.25198289554775855
5.6, -0.002592606239515909, 0.005150804662194521, 0.021025286659964053, -0.28806789141277855, 0.004489979982431557, 0.018501941367964993, -0.24182589438214297
5.62, -0.00253626000463838, 0.005513696817111246, 0.015332024167992496, -0.28125835778437713, 0.0048124121304298105, 0.013779198407629457, -0.23044840165141078
5.64, -0.0024786980164001947, 0.005764085628914221, 0.009719086959681777, -0.2800353630466948, 0.005042174472116972, 0.00921043845432942, -0.22642759367859355
5.66, -0.0024197477357222543, 0.005902460295498517, 0.003836494321503986, -0.30822390077108425, 0.005179295922986055, 0.004411616658489575, -0.2534545859053914
5.68, -0.0023592533331846517, 0.00591754540177438, -0.00349726076887707, -0.4251516082670213, 0.0052090493024104035, -0.001825680544273037, -0.3702751343708698
5.7, -0.002297081191928901, 0.005762569864743434, -0.012718270907143761, -0.4969494055596479, 0.005093637665428618, -0.009957633115012996, -0.442920122703126
5.72, -0.0022331246152620323, 0.0054088145654886295, -0.022804925446507522, -0.5117160483767281, 0.004804769063707745, -0.018985822801073738, -0.45989884590294683
5.74, -0.0021673076024853787, 0.004850372846883133, -0.033252368085550404, -0.5330282155275602, 0.004331409498648743, -0.02843330069767333, -0.48484894375701126
5.76, -0.0020995875886480166, 0.004078719842066613, -0.04365625836643723, -0.5073608125611209, 0.003667142445855867, -0.0379249670860147, -0.4643176950771247
5.78, -0.002029957078858722, 0.0031041225122256442, -0.05284284440516089, -0.41129779131124405, 0.0028217190081110182, -0.04632040453892663, -0.37522605021406774
5.8, -0.001958444144317257, 0.0019650060658601776, -0.059717086292390684, -0.27612639741173545, 0.001828677583848297, -0.052563144059414216, -0.24904790183469194
5.82, -0.0018851117841503788, 0.0007154390605300169, -0.06373041154628281, -0.12520612797747788, 0.0007369399815074149, -0.05614387321395697, -0.10902501361958161
5.84, -0.0018100561932749076, -0.0005842103959911349, -0.06459121580614988, 0.03912570199077067, -0.00039762242735274025, -0.05680636476491351, 0.04277585852392596
5.86, -0.0017334040107189355, -0.0018682095717159784, -0.06233602465173998, 0.18639341345021973, -0.0015162886430275728, -0.05461496140663711, 0.17636447730371518
5.88, -0.0016553086540556892, -0.003077651382060734, -0.0574503302448331, 0.30217602724046805, -0.002566538362402864, -0.05007117986605665, 0.2780136767543322
5.9, -0.0015759458728981353, -0.004166222781509302, -0.04994216426727431, 0.44864057051541045, -0.0035035400327928, -0.04318802759392042, 0.41030155045929284
5.92, -0.0014955086769654908, -0.005075337952751707, -0.03953865359119734, 0.5917104970922871, -0.004276626158685656, -0.03368987920068055, 0.5395132888646934
5.94, -0.0014142018114283957, -0.005747768925157196, -0.02675725703678558, 0.6864291583488887, -0.00483706238508368, -0.022080808446989442, 0.6213937865044183
5.96, -0.0013322359636150428, -0.00614562823422313, -0.013168483878211425, 0.6724481575085266, -0.005156044386804385, -0.009899621229171065, 0.59672493527742
5.98, -0.0012498218904556317, -0.006274508280285653, -0.00043883482854509617, 0.6005167474581063, -0.005239991313668636, 0.0012399540759303641, 0.517232595232723
6.0, -0.0011671646551972698, -0.006163181627364934, 0.011188107314195417, 0.5621774668159449, -0.005114584927567271, 0.011158723811016708, 0.4746443782759109
6.02, -0.0010844581550713077, -0.005826983987717836, 0.02238750269944634, 0.5577620717091476, -0.00479685519763849, 0.02059556808452468, 0.46904004907488606
6.04, -0.0010018801090666898, -0.00526768151938708, 0.03322962385691292, 0.5264500440375105, -0.004293099963871801, 0.029681748405205093, 0.4395779829931543
6.06, -0.0009195876572565605, -0.004497799033441319, 0.042445060709845744, 0.395093641255772, -0.0036199481161295613, 0.03721350052099424, 0.3135972285857598
6.08, -0.0008377137008991972, -0.00356987909099325, 0.04931878422693967, 0.2922787104536208, -0.0028192236523727526, 0.04254569623567521, 0.21962234288233518
6.1, -0.0007563640865784436, -0.0025250476643637323, 0.05469326578099753, 0.24516944495216444, -0.0019267569510676148, 0.04658238929559688, 0.18404696310983049
6.12, -0.0006756157088579753, -0.001382148459753349, 0.059150605548946834, 0.20056453184276737, -0.0009603682453691731, 0.0499530576324742, 0.15301987057789823
6.14, -0.0005955155752684173, -0.00015902344240585874, 0.062398922569577256, 0.1242671702202737, 6.523001478498877e-05, 0.05240342505239688, 0.0920168714143692
6.16, -0.0005160808459376861, 0.001113808443029741, 0.0642566463371985, 0.06150520654185266, 0.0011286190170827575, 0.05378133152572787, 0.04577377591872889
6.18, -0.0004372998288351014, 0.0024112424110820816, 0.06440760050811357, -0.0464097894503461, 0.0022073644956444724, 0.053791420973614223, -0.04476483113009522
6.2, -0.0003591338814255204, 0.003690112463354284, 0.06066622556083496, -0.3277277052775155, 0.0032567346463556104, 0.05027032897074321, -0.3073443691570077
6.22, -0.0002815201414645744, 0.00483789143351548, 0.052126481019273266, -0.5262467488786535, 0.004188747310479633, 0.04233468536868702, -0.486219991048614
6.24, -0.00020437498456765988, 0.005775171704125215, 0.040837062249342436, -0.6026951281144299, 0.004934364265294867, 0.03203537239539722, -0.5437113062803665
6.26, -0.0001275980848030548, 0.006471373923489177, 0.028237144797721263, -0.6572966170476872, 0.005463831754037965, 0.020786491583473878, -0.5811767749119685
6.28, -5.107693750904442e-05, 0.006904657496034065, 0.014964572649198062, -0.6699605978046328, 0.005763449800579495, 0.009181491563401561, -0.579323227095264
6.3, 2.5308308715646192e-05, 0.0070699568294571, 0.001751606354493838, -0.6513360316657895, 0.005833202716373155, -0.0021068134868014437, -0.5495072779250367
6.32, 0.00010167987104471006, 0.006974721750213819, -0.011004568889072053, -0.6242814926907996, 0.005683464722706612, -0.012751999297128294, -0.5150113031076478
6.34, 0.0001781573645801181, 0.006629774073894218, -0.023148490285238955, -0.5901106469258904, 0.005327932964173666, -0.022675652154608747, -0.4773539826403974
6.36, 0.00025485300642450674, 0.0060487821388042606, -0.03416945953686563, -0.5119862782367772, 0.0047841085518505674, -0.03144881771284334, -0.3999625731830596
6.38, 0.0003318671421456292, 0.0052629956924195925, -0.04313204944358016, -0.3842727124346752, 0.004083304845725488, -0.0382232947612446, -0.2774851316570661
6.4, 0.00040928423213432776, 0.004323500161061054, -0.04930331873801685, -0.232854217008993, 0.0032727861778173986, -0.04235635934715359, -0.1358213269338311
6.42, 0.00048716941822364807, 0.0032908629428989185, -0.05306366392247671, -0.14318030143699312, 0.002403566390263661, -0.04431203616941513, -0.05974635529232408
6.44, 0.0005655657702651335, 0.002200953604161986, -0.05559631128492024, -0.11008443480736034, 0.0015064902191552075, -0.04533988977451452, -0.043039005217615056
6.46, 0.0006444922888711977, 0.001067010491502109, -0.05655264580942964, 0.014450982356420438, 0.0005981292128073441, -0.045143981350974305, 0.06262984757163714
6.48, 0.0007239427150307005, -6.115222821519988e-05, -0.055269069346513856, 0.11390666393515737, -0.0002869853569707173, -0.04310552124047697, 0.14121616347809685
6.5, 0.000803885170637713, -0.0011437522823584457, -0.05253917265431588, 0.15908300528464112, -0.001119292608059133, -0.04004720681708934, 0.16461527886066563
6.52, 0.0008842626270140346, -0.002162719134387835, -0.048314570918641005, 0.2633771682828464, -0.0018818333155512955, -0.03593284527825235, 0.24682087502303673
6.54, 0.0009649941721194636, -0.003076335119104086, -0.042816609294489764, 0.28641899413227745, -0.002551021042435966, -0.030980677226426192, 0.24839593015957995
6.56, 0.001045977022163133, -0.0038753835061674257, -0.03732626621970879, 0.2626153133458199, -0.0031238517024160303, -0.02644720384575308, 0.20495140790773014
6.58, 0.001127089200526546, -0.004569385767892438, -0.032198571878076995, 0.25015412081736005, -0.003613778369906055, -0.022644106511074846, 0.17535832556009545
6.6, 0.0012081927869735374, -0.0051633263812905054, -0.02692323686018529, 0.27737938097181, -0.004030733479934382, -0.01900863673770039, 0.18818865177735056
6.62, 0.0012891376236401266, -0.005646315242299849, -0.02077088148081767, 0.3378561569649524, -0.004370009341991072, -0.014755992350876277, 0.23707578690506192
6.64, 0.0013697653517321638, -0.005994161640523212, -0.013435759195265084, 0.395656071590306, -0.004614433612582552, -0.00952241375601998, 0.28628207258056815
6.66, 0.0014499136445430233, -0.006183745610110453, -0.004832842766287499, 0.4646355713074524, -0.0047433904000044646, -0.0031615113270526025, 0.34980817031616973
6.68, 0.001529420498526354, -0.006187475351174712, 0.004594164060088665, 0.478065111330164, -0.004735894876440348, 0.003949269485560932, 0.36126991094518357
6.7, 0.0016081284447656294, -0.005999979047706906, 0.014077820549962082, 0.4703005376571778, -0.004585053309959277, 0.011114996891586968, 0.35530282965741944
6.72, 0.001685888548172873, -0.005624362529176229, 0.02324114048578782, 0.4460314559253959, -0.004292939524893603, 0.018034045680103025, 0.33660204919418524
6.74, 0.0017625640708868653, -0.005070333428275393, 0.031656714439397424, 0.39552593943556436, -0.00386768794224295, 0.024353625545450088, 0.2953559373405197
6.76, 0.0018380336892598883, -0.004358093951600332, 0.038789933112913316, 0.3177959279160249, -0.003325873233970699, 0.029611395776532257, 0.2304210857676976
6.78, 0.0019121941700426723, -0.0035187361037588606, 0.044525452714537374, 0.2557560322463811, -0.002690640905841265, 0.033757846808673636, 0.18422401744643757
6.8, 0.001984962430322073, -0.002577075843018837, 0.04871247184725744, 0.16294588102562554, -0.001983599002864588, 0.03669835165468995, 0.10982646715519273
6.82, 0.0020562769267825935, -0.0015702372298685631, 0.05119893286337474, 0.08570022058610534, -0.001231459432552272, 0.03832596756591552, 0.052935123967364106
6.84, 0.00212609834224237, -0.0005291185284838473, 0.052071301642771295, 0.0015366573535494218, -0.000458525447034975, 0.038758811456089885, -0.009650734949929074
6.86, 0.002194409560418686, 0.0005126148358422885, 0.050896301637700744, -0.11903665786060408, 0.0003081690288483091, 0.03758305581981214, -0.10792482867784692
6.88, 0.002261214942760992, 0.0015067335370241826, 0.048082019967677, -0.162391509141771, 0.001036822243100618, 0.03521111878500051, -0.1292688748033175
6.9, 0.0023265389432231597, 0.0024358956345493683, 0.04429979799835914, -0.21583068779001413, 0.0017130154687241615, 0.03229943502156368, -0.16189950154036659
6.92, 0.002390424117342045, 0.0032787254569585484, 0.039360907959601475, -0.27805831608575293, 0.0023237462949674964, 0.028629748908776526, -0.20506910973835168
6.94, 0.002452928600320309, 0.004010331952933427, 0.03325279541920599, -0.3327529379537955, 0.002852797029718247, 0.024148803492443104, -0.24302543189499115
6.96, 0.002514123144430138, 0.004608837273726788, 0.026588281638810583, -0.33369844008574506, 0.003288013990513546, 0.019415191453358533, -0.23033577201346667
6.98, 0.0025740878185116075, 0.005073863218485851, 0.020074301506067056, -0.31769957318860753, 0.00363197722703433, 0.015067460291535165, -0.20443734416887072
7.0, 0.0026329084812926683, 0.00541180933396947, 0.014113951730913864, -0.2783354043267116, 0.0038954474965718026, 0.011429993289239273, -0.1593093560607186
7.02, 0.002690673145484356, 0.005638421287722405, 0.00824894080522821, -0.3081656882418537, 0.004090319389721562, 0.007963890954592474, -0.1873008774039615
7.04, 0.0027474683510037407, 0.005741766966178599, 0.0011856412242663593, -0.39816426985433145, 0.004206038754798647, 0.0033031316264173815, -0.2787750554135482
7.06, 0.002803375663272356, 0.0056858469366930595, -0.007281393951691752, -0.44853924774147963, 0.004212677935333022, -0.002822635618543055, -0.3338016690824954
7.08, 0.0028584684064736176, 0.0054505112081109286, -0.01676688211596953, -0.5000095686862982, 0.004085518203946181, -0.010090671780115083, -0.39300194707470704
7.1, 0.0029128087321878306, 0.005015171652054278, -0.02661103265518244, -0.4844054852349926, 0.0038054224896452407, -0.01790299411416382, -0.3882302863301659
7.12, 0.002966445111320982, 0.004386069901903631, -0.03584807712623917, -0.4392989618706819, 0.0033717968432377485, -0.02535555586949452, -0.35702588920290435
7.14, 0.0030194103221562523, 0.0035812485670047114, -0.04387594827852557, -0.36348815335795903, 0.0027972202548709156, -0.0319051176240069, -0.29793028624833173
7.16, 0.0030717199902135926, 0.002631031970762608, -0.05018859765181312, -0.26777678397079685, 0.0021046368818474596, -0.03709796784302125, -0.22135473565310093
7.18, 0.0031233717169860268, 0.0015737046609321864, -0.05448464062975543, -0.1618275138234339, 0.001324069350695132, -0.04067564663027561, -0.13641314307233365
7.2, 0.0031743448151529564, 0.0004516463455723909, -0.05638396053785363, -0.028104476986385324, 0.0004906990230736447, -0.042290124451948526, -0.02503463909495629
7.22, 0.0032246006481867536, -0.0006816537605819587, -0.05582681621321569, 0.08381890945017889, -0.0003541766447455732, -0.04190075487803608, 0.0639715964862031
7.24, 0.003274083553002265, -0.0017814263029562367, -0.05333665192007418, 0.16519751986397138, -0.0011754725315782839, -0.04003258923369647, 0.12284496794775812
7.26, 0.0033227223060567222, -0.002815119837384926, -0.0498789747453093, 0.18057019761251641, -0.0019519257324570475, -0.03763125134389918, 0.11728882103197336
7.28, 0.0033704320766546406, -0.003776585292768609, -0.04632107527466231, 0.17521974945218358, -0.002682675261053748, -0.03552281481202643, 0.09355483215530214
7.3, 0.0034171167966515416, -0.004667962848371419, -0.042431765236580016, 0.21371125435604565, -0.0033728864641066536, -0.033421599155436, 0.11656673350374369
7.32, 0.0034626718637098346, -0.00547385590223181, -0.03767049737566203, 0.2624155317357529, -0.004015582794821827, -0.030726918631441454, 0.15290131889571157
7.34, 0.003506987086079062, -0.0061747827433979, -0.03137173040812303, 0.36746116501814746, -0.004593156780939986, -0.026711273843798067, 0.2486631598686273
7.36, 0.0035499497707936097, -0.006728725118556731, -0.02295677117627943, 0.47403475816621243, -0.005070957541861383, -0.0207341980492998, 0.349044419581201
7.38, 0.003591447854342264, -0.007093053590449077, -0.012886347175599354, 0.533007641901795, -0.00541208366710175, -0.013190966883267569, 0.40527869702202324
7.4, 0.003631372975299122, -0.007244179005580705, -0.001361714329536543, 0.619455642704486, -0.005589035153940347, -0.0042135762294745124, 0.4924603683572828
7.42, 0.003669623392041558, -0.007147522163630539, 0.011554268805994923, 0.6721426708486605, -0.005571024004351627, 0.006204221213684148, 0.5493193759585835
7.44, 0.0037061066553456565, -0.006782008253340908, 0.02485342309033788, 0.6577727575856349, -0.0053375095793812295, 0.01712552755860549, 0.5428112585335503
7.46, 0.0037407419550754884, -0.0061533852400170235, 0.037478750502592466, 0.6047599836398235, -0.004889194541733711, 0.027568087944581238, 0.5014447800640229
7.48, 0.0037734620720201425, -0.00528285823323721, 0.04861583764606875, 0.508948730707805, -0.00424290966717722, 0.036792107493670984, 0.42095717484494966
7.5, 0.0038042148797602163, -0.004208751734174274, 0.057914809571139196, 0.4209484617992399, -0.003427507718697605, 0.04451650553615081, 0.35148262940303177
7.52, 0.0038329643567869285, -0.0029662658503916417, 0.06492535989910454, 0.28010657099729414, -0.0024748501764681272, 0.05035079396808971, 0.23194621379085767
7.54, 0.0038596910854350017, -0.0016117373382100917, 0.06783642840236687, 0.011000279328937093, -0.0014377720607998952, 0.05254066727614679, -0.012958882985149245
7.56, 0.0038843922309858797, -0.00025280871429696666, 0.0658468576533524, -0.20995735423038436, -0.00040251773793396504, 0.05033640270744743, -0.20746757388478798
7.58, 0.003907081011006082, 0.0010221369679240045, 0.06092035098796972, -0.2826933123078845, 0.0005596568749824379, 0.04572806226141346, -0.2533664707186105
7.6, 0.003927785681074671, 0.002184005325221822, 0.05506479416239717, -0.30286237024936974, 0.0014239038971622458, 0.04071459351133036, -0.24798040428970225
7.62, 0.0039465480780213925, 0.0032247287344198913, 0.04851294876876907, -0.3523221691134398, 0.002186866521180131, 0.035495010622919154, -0.2739778845514209
7.64, 0.003963421775184839, 0.004124523275972585, 0.040837814543033285, -0.415191253460139, 0.002839170090082328, 0.029595292935005454, -0.31599388423995123
7.66, 0.003978469915609015, 0.004858241316141223, 0.0324508174094431, -0.42350845989887975, 0.0033684831687055723, 0.02336631476587522, -0.30690393267307403
7.68, 0.003991762798197558, 0.005422555972350309, 0.024465673166476392, -0.37500596439779066, 0.0037785290612852265, 0.01784329368192844, -0.24539817572160327
7.7, 0.004003375298388493, 0.005836868242800278, 0.016444046958334017, -0.42715665641644696, 0.004083414244439215, 0.012500171866457424, -0.2889140058254993
7.72, 0.004013384208735053, 0.006080317850683669, 0.006986299556294823, -0.5186180837874723, 0.0042698490165081265, 0.005854012135676889, -0.37570196725255434
7.74, 0.004021865585806496, 0.006116320225052071, -0.0035504477543156932, -0.5350566472735793, 0.004310720284580256, -0.0018203143880088325, -0.39173068511601805
7.76, 0.004028892188073668, 0.005938299940511042, -0.013682758498235852, -0.47817442711843655, 0.004199466077229756, -0.009130195475397144, -0.33925742362281275
7.78, 0.004034531085022898, 0.005569009885122637, -0.02242346327679756, -0.3958960507377345, 0.0039538722864305, -0.015186103432866003, -0.2663333721240728
7.8, 0.004038841510837152, 0.005041361409439139, -0.030129014516256065, -0.3746590732081156, 0.0035973902404898878, -0.020436766304119072, -0.2587329150012332
7.82, 0.004041873026860155, 0.004363849304472395, -0.03747007353139055, -0.3594468283053321, 0.0031367810133752345, -0.025630522308947527, -0.26064268548161085
7.84, 0.0040436640460480705, 0.003542558468183517, -0.044375686702853946, -0.33111448884100625, 0.0025725963281608287, -0.03076023130944971, -0.25232821456860766
7.86, 0.004044240760099578, 0.002588821836358237, -0.049700893788271444, -0.20140621970074382, 0.0019140543496049866, -0.034737552018790835, -0.14540385636550468
7.88, 0.0040436164963651424, 0.0015545227166526591, -0.05203277393075953, -0.03178179454806432, 0.001199842663330814, -0.03620261033988918, -0.001101975744328243
7.9, 0.004041791517422948, 0.0005075108791278554, -0.052019969649782796, 0.03306222264573837, 0.0004781214739060484, -0.03584193797649319, 0.03716921208392954
