Time(s),Displacement(inch),Velocity(inch/s),Acceleration(inch/s^2)
1.94,-4.8449E-06,4.51282E-06,1.12455E-05
1.96,-4.75408E-06,4.48472E-06,-1.40561E-05
1.98,-4.66349E-06,4.75997E-06,4.15811E-05
2,-4.5569E-06,6.05348E-06,8.77701E-05
2.02,-4.41513E-06,8.28046E-06,0.000134928
2.04,-4.22644E-06,1.03928E-05,7.63019E-05
2.06,-4.01669E-06,9.91491E-06,-0.000124087
2.08,-3.84422E-06,7.2802E-06,-0.000139384
2.1,-3.7169E-06,5.93149E-06,4.51259E-06
2.12,-3.58334E-06,8.12621E-06,0.00021496
2.14,-3.40739E-06,7.99106E-06,-0.000228475
2.16,-3.28661E-06,4.41963E-06,-0.000128668
2.18,-3.21694E-06,2.89783E-06,-2.35129E-05
2.2,-3.15508E-06,3.71848E-06,0.000105578
2.22,-3.05866E-06,5.96948E-06,0.000119521
2.24,-2.90311E-06,1.01995E-05,0.000303479
2.26,-2.62569E-06,1.81787E-05,0.000494446
2.28,-2.18681E-06,2.45295E-05,0.000140634
2.3,-1.67466E-06,2.63582E-05,4.22359E-05
2.32,-1.14165E-06,2.68126E-05,3.20471E-06
2.34,-6.05666E-07,2.67399E-05,-1.04776E-05
2.36,-7.3862E-08,2.63955E-05,-2.39586E-05
2.38,4.31362E-07,2.32321E-05,-0.000292385
2.4,8.51587E-07,1.94934E-05,-8.14868E-05
2.42,1.24472E-06,2.07985E-05,0.000211997
2.44,1.68304E-06,2.20301E-05,-8.88338E-05
2.46,2.09764E-06,1.90187E-05,-0.00021231
2.48,2.41488E-06,1.16718E-05,-0.000522374
2.5,2.56464E-06,4.34372E-06,-0.000210437
2.52,2.60966E-06,1.71009E-07,-0.000206834
2.54,2.58514E-06,-1.95246E-06,-5.51316E-06
2.56,2.55142E-06,-1.0975E-06,9.10098E-05
2.58,2.52523E-06,-2.64469E-06,-0.000245729
2.6,2.41987E-06,-8.05696E-06,-0.000295499
2.62,2.19606E-06,-1.45016E-05,-0.000348964
2.64,1.83859E-06,-2.11282E-05,-0.000313701
2.66,1.34158E-06,-2.91576E-05,-0.000489236
2.68,6.70604E-07,-3.74394E-05,-0.000338941
2.7,-1.40484E-07,-4.33951E-05,-0.000256633
2.72,-1.04774E-06,-4.67312E-05,-7.69796E-05
2.74,-2.00968E-06,-5.00588E-05,-0.000255777
2.76,-3.06674E-06,-5.58841E-05,-0.00032675
2.78,-4.24206E-06,-6.12622E-05,-0.000211058
2.8,-5.49305E-06,-6.30135E-05,3.59245E-05
2.82,-6.71374E-06,-5.74358E-05,0.000521848
2.84,-7.77816E-06,-5.00095E-05,0.000220776
2.86,-8.72809E-06,-4.46788E-05,0.000312299
2.88,-9.56377E-06,-3.91171E-05,0.000243874
2.9,-1.03124E-05,-3.6493E-05,1.85351E-05
2.92,-1.10465E-05,-3.73258E-05,-0.000101815
2.94,-1.18033E-05,-3.78513E-05,4.92606E-05
2.96,-1.25117E-05,-3.10374E-05,0.00063213
2.98,-1.3018E-05,-2.01931E-05,0.000452297
3,-1.33354E-05,-1.17502E-05,0.000391994
3.02,-1.35039E-05,-5.68809E-06,0.000214221
3.04,-1.3577E-05,-1.73417E-06,0.000181171
3.06,-1.3559E-05,4.35455E-06,0.000427701
3.08,-1.33834E-05,1.33488E-05,0.000471724
3.1,-1.30096E-05,2.46624E-05,0.000659634
3.12,-1.23951E-05,3.62546E-05,0.000499592
3.14,-1.16067E-05,4.07517E-05,-4.9887E-05
3.16,-1.08387E-05,3.41961E-05,-0.000605673
3.18,-1.02765E-05,2.19983E-05,-0.000614102
3.2,-9.92025E-06,1.55749E-05,-2.82457E-05
3.22,-9.57103E-06,2.1517E-05,0.000622456
3.24,-9.00765E-06,3.52475E-05,0.000750598
3.26,-8.14484E-06,5.14212E-05,0.000866771
3.28,-6.97235E-06,6.43634E-05,0.000427451
3.3,-5.66101E-06,6.36992E-05,-0.000493876
3.32,-4.51793E-06,4.90025E-05,-0.000975789
3.34,-3.73212E-06,2.96247E-05,-0.000961997
3.36,-3.30002E-06,1.51858E-05,-0.000481889
3.38,-3.02906E-06,1.50908E-05,0.000472393
3.4,-2.58854E-06,3.11721E-05,0.001135732
3.42,-1.76195E-06,5.02871E-05,0.00077577
3.44,-6.47703E-07,5.88051E-05,7.60263E-05
3.46,5.17258E-07,5.63738E-05,-0.000319156
3.48,1.59333E-06,5.18545E-05,-0.000132768
3.5,2.61959E-06,5.15584E-05,0.000103151
3.52,3.67374E-06,5.39734E-05,0.000138354
3.54,4.78769E-06,5.77628E-05,0.000240585
3.56,6.01397E-06,6.60104E-05,0.000584176
3.58,7.44169E-06,7.62943E-05,0.000444206
3.6,9.04645E-06,8.36845E-05,0.000294813
3.62,1.07706E-05,8.83083E-05,0.000167571
3.64,1.25532E-05,8.90971E-05,-8.86937E-05
3.66,1.43206E-05,8.78054E-05,-4.0477E-05
3.68,1.60715E-05,8.74173E-05,1.67355E-06
3.7,1.7778E-05,8.11323E-05,-0.000630174
3.72,1.92148E-05,5.95573E-05,-0.001527335
3.74,2.00715E-05,2.46661E-05,-0.001961775
3.76,2.01704E-05,-1.488E-05,-0.001992835
3.78,1.9577E-05,-3.93211E-05,-0.00045128
3.8,1.87635E-05,-3.88783E-05,0.00049556
3.82,1.80762E-05,-3.02856E-05,0.000363708
3.84,1.75472E-05,-2.24253E-05,0.000422326
3.86,1.71824E-05,-1.40923E-05,0.000410971
3.88,1.69967E-05,-3.78052E-06,0.000620209
3.9,1.7071E-05,1.25133E-05,0.001009169
3.92,1.74704E-05,2.4787E-05,0.000218202
3.94,1.79352E-05,1.79571E-05,-0.000901195
3.96,1.81291E-05,2.18493E-06,-0.000676018
3.98,1.80419E-05,-1.06849E-05,-0.00061096
4,1.77145E-05,-2.1634E-05,-0.00048396
4.02,1.72496E-05,-2.16175E-05,0.000485614
4.04,1.697E-05,-3.56693E-06,0.001319444
4.06,1.71477E-05,2.05924E-05,0.001096488
4.08,1.77254E-05,3.45032E-05,0.000294595
4.1,1.84692E-05,3.96239E-05,0.000217474
4.12,1.93435E-05,4.97139E-05,0.000791527
4.14,2.047E-05,6.16454E-05,0.000401624
4.16,2.17193E-05,6.00817E-05,-0.000557994
4.18,2.28227E-05,5.09327E-05,-0.000356906
4.2,2.37853E-05,4.60901E-05,-0.000127354
4.22,2.46517E-05,3.90467E-05,-0.000576986
4.24,2.52808E-05,2.2043E-05,-0.001123384
4.26,2.5509E-05,1.37605E-06,-0.000943313
4.28,2.53474E-05,-1.75599E-05,-0.000950278
4.3,2.47939E-05,-3.83986E-05,-0.001133597
4.32,2.3785E-05,-6.31997E-05,-0.00134651
4.34,2.22884E-05,-8.46349E-05,-0.000797009
4.36,2.05456E-05,-8.41794E-05,0.000842557
4.38,1.9078E-05,-6.02E-05,0.001555377
4.4,1.81719E-05,-3.1073E-05,0.00135733
4.42,1.78016E-05,-6.96308E-06,0.001053661
4.44,1.78871E-05,1.62039E-05,0.001263041
4.46,1.84672E-05,4.19837E-05,0.001314933
4.48,1.95269E-05,6.18389E-05,0.000670589
4.5,2.083E-05,6.50712E-05,-0.000347355
4.52,2.20512E-05,5.65153E-05,-0.00050824
4.54,2.30999E-05,4.93618E-05,-0.000207112
4.56,2.40346E-05,4.35462E-05,-0.000374446
4.58,2.48317E-05,3.6225E-05,-0.00035767
4.6,2.55073E-05,3.24606E-05,-1.87705E-05
4.62,2.61255E-05,2.8003E-05,-0.000426994
4.64,2.65607E-05,1.35471E-05,-0.001018594
4.66,2.65951E-05,-1.17611E-05,-0.001512221
4.68,2.60485E-05,-4.3347E-05,-0.001646369
4.7,2.48711E-05,-7.34483E-05,-0.001363764
4.72,2.30944E-05,-0.000105974,-0.001888852
4.74,2.05638E-05,-0.000148743,-0.002387985
4.76,1.71286E-05,-0.000193919,-0.002129681
4.78,1.29033E-05,-0.000224656,-0.000944
4.8,8.28212E-06,-0.000234426,-3.29219E-05
4.82,3.62019E-06,-0.000230109,0.0004646
4.84,-8.61718E-07,-0.000216715,0.000874738
4.86,-5.0361E-06,-0.000201474,0.000649426
4.88,-8.991E-06,-0.000196783,-0.000180313
4.9,-1.30082E-05,-0.000207206,-0.000862037
4.92,-1.73265E-05,-0.000224718,-0.000889146
4.94,-2.19867E-05,-0.000240699,-0.000708927
4.96,-2.69215E-05,-0.000251734,-0.00039458
4.98,-3.20237E-05,-0.000257925,-0.000224534
5,-3.71794E-05,-0.000255262,0.000490772
5.02,-4.21301E-05,-0.000236976,0.00133785
5.04,-4.65492E-05,-0.000202292,0.002130533
5.06,-5.01172E-05,-0.000151931,0.002905608
5.08,-5.25461E-05,-8.95157E-05,0.003335927
5.1,-5.36462E-05,-1.93553E-05,0.003680107
5.12,-5.33508E-05,4.62264E-05,0.002878063
5.14,-5.19129E-05,9.44479E-05,0.001944091
5.16,-4.96498E-05,0.000131138,0.001724915
5.18,-4.66902E-05,0.000164415,0.001602808
5.2,-4.31017E-05,0.000193415,0.001297198
5.22,-3.90131E-05,0.000213487,0.000709934
5.24,-3.46625E-05,0.000218519,-0.000206652
5.26,-3.03758E-05,0.000208026,-0.000842709
5.28,-2.6337E-05,0.000198202,-0.000139691
5.3,-2.23543E-05,0.000202389,0.000558407
5.32,-1.81955E-05,0.000213459,0.000548592
5.34,-1.38218E-05,0.000223653,0.000470807
5.36,-9.25424E-06,0.00023312,0.000475859
5.38,-4.52497E-06,0.000238393,5.14432E-05
5.4,2.06679E-07,0.000232448,-0.000645957
5.42,4.6712E-06,0.000211243,-0.001474521
5.44,8.58776E-06,0.000179744,-0.001675389
5.46,1.18964E-05,0.000153565,-0.000942451
5.48,1.48015E-05,0.000138053,-0.000608782
5.5,1.74416E-05,0.000126005,-0.000596014
5.52,1.98392E-05,0.00011358,-0.000646507
5.54,2.1973E-05,9.93871E-05,-0.000772754
5.56,2.37778E-05,7.9672E-05,-0.001198758
5.58,2.51173E-05,5.35594E-05,-0.001412505
5.6,2.58824E-05,2.17806E-05,-0.001765375
5.62,2.59463E-05,-1.6322E-05,-0.002044888
5.64,2.52025E-05,-5.84785E-05,-0.002170755
5.66,2.3616E-05,-9.93135E-05,-0.001912749
5.68,2.13288E-05,-0.000125323,-0.000688188
5.7,1.87467E-05,-0.000129787,0.000241802
5.72,1.62349E-05,-0.00011962,0.000774844
5.74,1.40473E-05,-9.66452E-05,0.001522664
5.76,1.24487E-05,-6.17319E-05,0.001968662
5.78,1.16013E-05,-2.33349E-05,0.00187104
5.8,1.14838E-05,1.03466E-05,0.001497117
5.82,1.1959E-05,3.56108E-05,0.001029295
5.84,1.28381E-05,5.03451E-05,0.000444135
5.86,1.39034E-05,5.46634E-05,-1.2298E-05
5.88,1.49789E-05,5.21192E-05,-0.000242126
5.9,1.59304E-05,4.09092E-05,-0.000878877
5.92,1.65223E-05,1.57635E-05,-0.001635688
5.94,1.64784E-05,-2.17524E-05,-0.002115902
5.96,1.56441E-05,-6.04796E-05,-0.001756815
5.98,1.41311E-05,-8.84229E-05,-0.001037519
6,1.21697E-05,-0.000106993,-0.000819515
6.02,9.84754E-06,-0.000126145,-0.00109566
6.04,7.09355E-06,-0.000149851,-0.001274908
6.06,3.88422E-06,-0.000168949,-0.000634907
6.08,3.95619E-07,-0.000179044,-0.000374614
6.1,-3.2837E-06,-0.000190063,-0.000727316
6.12,-7.25958E-06,-0.000208982,-0.001164578
6.14,-1.16838E-05,-0.000234016,-0.001338787
6.16,-1.66533E-05,-0.00026401,-0.001660599
6.18,-2.22577E-05,-0.000296031,-0.001541501
6.2,-2.83641E-05,-0.000308486,0.000295942
6.22,-3.4397E-05,-0.000290921,0.00146063
6.24,-3.99126E-05,-0.000260106,0.001620852
6.26,-4.47813E-05,-0.000226303,0.001759467
6.28,-4.89598E-05,-0.000191761,0.001694656
6.3,-5.24671E-05,-0.000159528,0.001528723
6.32,-5.53556E-05,-0.000129503,0.001473733
6.34,-5.76471E-05,-9.94492E-05,0.001531655
6.36,-5.9343E-05,-7.08072E-05,0.001332546
6.38,-6.05285E-05,-4.95433E-05,0.000793847
6.4,-6.14053E-05,-4.03605E-05,0.000124437
6.42,-6.21888E-05,-3.80623E-05,0.000105375
6.44,-6.28919E-05,-3.03825E-05,0.000662605
6.46,-6.33876E-05,-2.02202E-05,0.00035363
6.48,-6.37273E-05,-1.4054E-05,0.000262987
6.5,-6.39303E-05,-4.97444E-06,0.000644971
6.52,-6.39178E-05,5.37643E-06,0.000390116
6.54,-6.37034E-05,1.75071E-05,0.000822955
6.56,-6.31364E-05,4.18131E-05,0.001607644
6.58,-6.19399E-05,7.97746E-05,0.002188499
6.6,-5.98997E-05,0.000124582,0.002292229
6.62,-5.69711E-05,0.000167209,0.00197044
6.64,-5.32607E-05,0.00020244,0.001552707
6.66,-4.89455E-05,0.000226873,0.000890625
6.68,-4.42484E-05,0.000241909,0.000612925
6.7,-3.93025E-05,0.000251935,0.000389734
6.72,-3.41997E-05,0.000257656,0.000182282
6.74,-2.90159E-05,0.000260439,9.60513E-05
6.76,-2.37837E-05,0.000262999,0.000159926
6.78,-1.85033E-05,0.000264451,-1.46969E-05
6.8,-1.32135E-05,0.000264723,4.19431E-05
6.82,-7.91924E-06,0.000264269,-8.7417E-05
6.84,-2.65627E-06,0.000261782,-0.000161205
6.86,2.56676E-06,0.000261502,0.000133143
6.88,7.7968E-06,0.000260171,-0.000266207
6.9,1.29311E-05,0.000252465,-0.000504457
6.92,1.78747E-05,0.000241656,-0.000576353
6.94,2.25896E-05,0.000229688,-0.000620512
6.96,2.70294E-05,0.000212795,-0.001068759
6.98,3.10383E-05,0.000186436,-0.001567113
7,3.44126E-05,0.00014894,-0.0021825
7.02,3.6965E-05,0.000106809,-0.002030666
7.04,3.87513E-05,7.46335E-05,-0.001186848
7.06,4.00464E-05,5.68587E-05,-0.000590635
7.08,4.11155E-05,5.25576E-05,0.000160527
7.1,4.22159E-05,5.83358E-05,0.0004173
7.12,4.34736E-05,6.78188E-05,0.000530995
7.14,4.49323E-05,7.78474E-05,0.000471863
7.16,4.65733E-05,8.57446E-05,0.000317862
7.18,4.83393E-05,9.02358E-05,0.000131254
7.2,5.01422E-05,8.86382E-05,-0.00029101
7.22,5.18421E-05,8.06227E-05,-0.000510542
7.24,5.33548E-05,7.07707E-05,-0.000474661
7.26,5.47161E-05,6.73945E-05,0.000137039
7.28,5.61411E-05,7.75994E-05,0.000883453
7.3,5.78869E-05,9.78286E-05,0.001139471
7.32,6.00764E-05,0.000121374,0.001215109
7.34,6.27091E-05,0.00014001,0.000648501
7.36,6.55917E-05,0.000145874,-6.21601E-05
7.38,6.84696E-05,0.000140559,-0.000469347
7.4,7.11308E-05,0.000122755,-0.001311079
7.42,7.32766E-05,8.94732E-05,-0.002017058
7.44,7.46455E-05,4.65699E-05,-0.002273275
7.46,7.51177E-05,4.14192E-07,-0.002342296
7.48,7.46695E-05,-4.46333E-05,-0.002162452
7.5,7.33425E-05,-8.81599E-05,-0.002190212
7.52,7.11666E-05,-0.000128163,-0.001810108
7.54,6.83456E-05,-0.00014872,-0.000245577
7.56,6.53971E-05,-0.000142373,0.000880281
7.58,6.27109E-05,-0.000126992,0.000657766
7.6,6.02605E-05,-0.00012016,2.55204E-05
7.62,5.78461E-05,-0.000122096,-0.000219156
7.64,5.53608E-05,-0.000126413,-0.000212531
7.66,5.27646E-05,-0.000134473,-0.000593458
7.68,4.99037E-05,-0.000154253,-0.001384585
7.7,4.65622E-05,-0.000178877,-0.001077793
7.72,4.28245E-05,-0.000192123,-0.000246792
7.74,3.89509E-05,-0.000194323,2.67821E-05
7.76,3.50518E-05,-0.000196494,-0.000243855
7.78,3.10482E-05,-0.00020511,-0.000617782
7.8,2.68446E-05,-0.000214138,-0.000285057
7.82,2.25383E-05,-0.000214825,0.000216346
7.84,1.83168E-05,-0.000205732,0.00069301
7.86,1.43131E-05,-0.000196029,0.000277313
7.88,1.03973E-05,-0.000198073,-0.000481708
7.9,6.35599E-06,-0.000205241,-0.000235127
7.92,2.24844E-06,-0.000203299,0.000429298
7.94,-1.73228E-06,-0.000194802,0.000420419
7.96,-5.5797E-06,-0.000191713,-0.000111517
7.98,-9.44662E-06,-0.000195496,-0.00026681
8,-1.34137E-05,-0.000201396,-0.000323109
8.02,-1.74894E-05,-0.000205337,-7.10688E-05
8.04,-2.15847E-05,-0.000202909,0.000313911
8.06,-2.56033E-05,-0.000200111,-3.41352E-05
8.08,-2.96332E-05,-0.000203928,-0.00034756
8.1,-3.37259E-05,-0.000202564,0.00048401
8.12,-3.7647E-05,-0.000187877,0.000984641
8.14,-4.12587E-05,-0.000175861,0.000216961
8.16,-4.47681E-05,-0.000176853,-0.000316194
8.18,-4.83714E-05,-0.000183619,-0.000360338
8.2,-5.21184E-05,-0.000191215,-0.000399268
8.22,-5.5995E-05,-0.000195065,1.42661E-05
8.24,-5.98147E-05,-0.000182966,0.001195639
8.26,-6.31957E-05,-0.000153175,0.001783422
8.28,-6.59243E-05,-0.000120784,0.001455707
8.3,-6.80581E-05,-9.30582E-05,0.001316849
8.32,-6.96813E-05,-7.05328E-05,0.000935699
8.34,-7.09538E-05,-5.91684E-05,0.000200736
8.36,-7.21129E-05,-5.75222E-05,-3.61201E-05
8.38,-7.32614E-05,-5.68728E-05,0.000101065
8.4,-7.43521E-05,-5.08803E-05,0.000498184
8.42,-7.52396E-05,-3.63423E-05,0.000955621
8.44,-7.57509E-05,-1.35695E-05,0.001321651
8.46,-7.57264E-05,1.76059E-05,0.001795892
8.48,-7.49978E-05,5.61171E-05,0.002055233
8.5,-7.34793E-05,9.49895E-05,0.001832
8.52,-7.1235E-05,0.000128338,0.001502882
8.54,-6.83966E-05,0.000154065,0.001069759
8.56,-6.51442E-05,0.000169028,0.000426608
8.58,-6.16861E-05,0.000176386,0.000309152
8.6,-5.80882E-05,0.000183828,0.000435064
8.62,-5.43431E-05,0.000189752,0.000157284
8.64,-5.05508E-05,0.000187781,-0.000354347
8.66,-4.68937E-05,0.000176534,-0.000770377
8.68,-4.35262E-05,0.000159775,-0.000905471
8.7,-4.0493E-05,0.000144483,-0.00062379
8.72,-3.76984E-05,0.000136457,-0.000178809
8.74,-3.49973E-05,0.000134039,-6.29445E-05
8.76,-3.23261E-05,0.000133229,-1.80407E-05
8.78,-2.96598E-05,0.000133669,6.19731E-05
8.8,-2.69769E-05,0.000134478,1.8956E-05
8.82,-2.4279E-05,0.000135543,8.76001E-05
8.84,-2.15291E-05,0.000140522,0.000410268
8.86,-1.86137E-05,0.000152167,0.000754212
8.88,-1.54505E-05,0.000162603,0.00028942
8.9,-1.21768E-05,0.000162944,-0.000255341
8.92,-8.96923E-06,0.000157806,-0.000258511
8.94,-5.85407E-06,0.000154248,-9.72043E-05
8.96,-2.78254E-06,0.000153205,-7.17043E-06
8.98,2.48382E-07,0.000148301,-0.000483185
9,3.09466E-06,0.000135172,-0.000829736
9.02,5.63044E-06,0.00011832,-0.000855493
9.04,7.86923E-06,0.000107734,-0.00020302
9.06,1.00213E-05,0.000109372,0.000366729
9.08,1.22548E-05,0.000112614,-4.25077E-05
9.1,1.44509E-05,0.000104609,-0.000757987
9.12,1.63826E-05,8.81287E-05,-0.000890025
9.14,1.79949E-05,7.44889E-05,-0.000473956
9.16,1.94144E-05,6.868E-05,-0.000106927
9.18,2.07753E-05,6.78368E-05,2.26018E-05
9.2,2.21445E-05,6.94923E-05,0.000142945
9.22,2.35826E-05,7.52997E-05,0.000437796
9.24,2.51515E-05,8.03487E-05,6.71112E-05
9.26,2.67148E-05,7.31369E-05,-0.000788295
9.28,2.80075E-05,5.55123E-05,-0.000974167
9.3,2.89546E-05,4.07744E-05,-0.000499622
9.32,2.97001E-05,3.52719E-05,-5.0626E-05
9.34,3.04239E-05,3.8531E-05,0.000376533
9.36,3.12874E-05,4.87039E-05,0.000640763
9.38,3.24056E-05,6.39177E-05,0.000880614
9.4,3.38798E-05,8.44809E-05,0.001175702
9.42,3.58083E-05,0.00010856,0.001232236
9.44,3.81997E-05,0.000129268,0.000838531
9.46,4.09104E-05,0.000139683,0.000202948
9.48,4.37044E-05,0.000137703,-0.000400944
9.5,4.6339E-05,0.000123798,-0.000989556
9.52,4.86051E-05,0.000102217,-0.001168555
9.54,5.04051E-05,7.72503E-05,-0.001328081
9.56,5.16646E-05,4.77016E-05,-0.001626789
9.58,5.22865E-05,1.41466E-05,-0.001728709
9.6,5.22646E-05,-1.4285E-05,-0.001114448
9.62,5.18162E-05,-2.75423E-05,-0.000211283
9.64,5.12493E-05,-2.78404E-05,0.000181468
9.66,5.07319E-05,-2.37412E-05,0.000228452
9.68,5.0309E-05,-1.82395E-05,0.000321725
9.7,5.00202E-05,-1.00546E-05,0.000496765
9.72,4.99052E-05,-2.11684E-06,0.000297008
9.74,4.98795E-05,-2.58158E-06,-0.000343482
9.76,4.97024E-05,-1.79763E-05,-0.001195986
9.78,4.90599E-05,-4.84542E-05,-0.00185181
9.8,4.77178E-05,-8.58955E-05,-0.00189232
9.82,4.56597E-05,-0.000117991,-0.001317207
9.84,4.30672E-05,-0.000139729,-0.00085661
9.86,4.01106E-05,-0.000155465,-0.000717
9.88,3.68743E-05,-0.000167341,-0.000470608
9.9,3.3474E-05,-0.000170655,0.000139198
9.92,3.01148E-05,-0.000163966,0.000529689
9.94,2.69139E-05,-0.000157501,0.000116899
9.96,2.37441E-05,-0.000161632,-0.00053
9.98,2.03712E-05,-0.000177375,-0.001044395
10,1.66035E-05,-0.000199969,-0.001214936
10.02,1.23716E-05,-0.000222687,-0.001056911
10.04,7.72413E-06,-0.000241181,-0.000792466
10.06,2.77367E-06,-0.000252282,-0.000317612
10.08,-2.29946E-06,-0.000253229,0.000222857
10.1,-7.29695E-06,-0.000245394,0.000560636
10.12,-1.20809E-05,-0.000232404,0.000738374
10.14,-1.65735E-05,-0.000216464,0.0008557
10.16,-2.07462E-05,-0.000201543,0.000636333
10.18,-2.46773E-05,-0.000192938,0.000224149
10.2,-2.8513E-05,-0.000191719,-0.000102248
10.22,-3.23735E-05,-0.000194618,-0.000187622
