Time(s),Displacement(inch),Velocity(inch/s),Acceleration(inch/s^2)
10.44,0.002520754577542449,0.0012771701253072778,-0.04091382477983177
10.46,0.002542733730873684,0.0011516709968690318,0.0283639119360071
10.48,0.0025724276853173835,0.0018671120534568136,0.04318019372277108
10.5,0.0026141144228016477,0.002086984578498227,-0.021192941218629937
10.52,0.002645650088705777,0.0007683101408092487,-0.11067450255026792
10.54,0.0026375071815177248,-0.0016513113343236629,-0.13128764496302325
10.56,0.002580794166316273,-0.003891453161940242,-0.09272653779863436
10.58,0.002487003737781399,-0.00535839257836424,-0.053967403843765256
10.6,0.0023732377812617474,-0.005808434282781587,0.008963233402030561
10.62,0.002261333566042626,-0.005258396051325373,0.04604058974359076
10.64,0.002161641290579105,-0.004897455114313343,-0.00994649604238759
10.66,0.002053233060243919,-0.006366859361227263,-0.13699392864900417
10.68,0.0018920540488716884,-0.010073193696890064,-0.2336395049172755
10.7,0.0016431742026768027,-0.01484919448627993,-0.2439605740217105
10.72,0.001303672191881387,-0.0187873069065354,-0.149850668003836
10.74,0.0009088205238462338,-0.020154629712163807,0.013118387440996578
10.76,0.0005143855494734225,-0.018987170606004043,0.10362752317498118
10.78,0.00015348068173509606,-0.017197664180490697,0.07532311937635398
10.8,-0.00018002271033190585,-0.016383411642832427,0.006102134389473062
10.82,-0.0005108596327377207,-0.016919736419102112,-0.05973461201644128
10.84,-0.0008633467315136375,-0.01843624585801891,-0.09191633187523723
10.86,-0.0012487229283486452,-0.020014774490460963,-0.06593653136896725
10.88,-0.0016570533028280607,-0.020560641877300747,0.011349792684989687
10.9,-0.0020563480293904262,-0.018886423156603185,0.15607207938476853
10.92,-0.002393933695160529,-0.014425724346156773,0.2899978016598736
10.94,-0.0026207489765335884,-0.008070821530244104,0.3454924799313938
10.96,-0.0027176792405944707,-0.0018528213479580987,0.2763075382972066
10.98,-0.0027052590349171414,0.0028055981645435457,0.18953441295295786
11.0,-0.0026111758308888402,0.006605940145628469,0.19049978515553415
11.02,-0.0024391021529585775,0.01069417354672717,0.21832355495433547
11.04,-0.0021800283144957407,0.015289493126427871,0.2412084030157337
11.06,-0.0018275509906734524,0.01988052829033016,0.21789511337449385
11.08,-0.001389639730285042,0.02374668134385629,0.16872019197811905
11.1,-0.0008847709760892542,0.026549748521874427,0.11158652582369344
11.12,-0.000334836863923958,0.028274754522808643,0.060914074269725976
11.14,0.0002378718699509294,0.028747660292918573,-0.01362349725873429
11.16,0.0008052392798615083,0.027746025873337035,-0.08653994469942064
11.18,0.0013397933685753516,0.025556461007396617,-0.13241654189462188
11.2,0.00181868763964479,0.02204538406456883,-0.21869115238815948
11.22,0.002210084067645303,0.016805607594820814,-0.3052864945866429
11.24,0.0024829012213565555,0.01036422281291275,-0.3388519836041639
11.26,0.0026230490172179264,0.003682243589421674,-0.3293459387449433
11.28,0.0026362916555689557,-0.0020846320387395466,-0.24734162407117902
11.3,0.0025529174992445563,-0.005863443130468981,-0.13053948510176444
11.32,0.0024132611682877907,-0.007916168531559171,-0.07473305500725451
11.34,0.002236057170135525,-0.01000093210964897,-0.13374330280172533
11.36,0.0020043438253716395,-0.01341770446726768,-0.20793393296014537
11.38,0.0016956837747237321,-0.01738425933304925,-0.18872155361801107
11.4,0.0013135921204782454,-0.020658013934544403,-0.13865390653150372
11.42,0.0008737958734516693,-0.023266870119582554,-0.122231711972311
11.44,0.000382495311186293,-0.02593902698091823,-0.14498397416125683
11.46,-0.00016430530125028728,-0.02869219816203802,-0.130333143950721
11.48,-0.000756298588314379,-0.030111265296030493,-0.011573569448525133
11.5,-0.0013508964128412099,-0.028851407392478434,0.13755935980373252
11.52,-0.0018940017391288226,-0.02513857775622234,0.23372360382187804
11.54,-0.0023472532306222085,-0.020047804249782,0.2753537468221557
11.56,-0.0026916633139855276,-0.014319441473155501,0.2974825308404948
