Time(s),Displacement(m),Velocity(m/s),Acceleration(m/s^2)
2.6,-1.0254439957350933e-06,-1.3978339250395619e-05,0.008719881279905703
2.62,-4.266764928314301e-07,3.057299113728369e-05,-0.0042647482411377734
2.64,-4.768150208354207e-07,-2.601927906378822e-05,-0.0013944787789694178
2.66,-1.049490914474884e-06,-1.9918038128648874e-05,0.0020046028724833532
2.68,-9.413112925231683e-07,3.601699082522158e-05,0.0035889000229036936
2.7,-1.758021315113256e-07,6.903392272296316e-06,-0.006500259878196224
2.72,-5.434521297290168e-07,-3.9516854952840815e-06,0.005414752101438186
2.74,-2.704935155291704e-07,-5.3003578938367455e-06,-0.005549619341293454
2.76,-9.172543516625748e-07,-3.0917216219402634e-05,0.0029879335087368668
2.78,-8.698327223329395e-07,3.90683417508819e-05,0.004010622288291587
2.8,1.184772563344267e-07,3.0003590415425247e-05,-0.004917097421837253
2.82,4.2495905781882276e-07,3.5136063610181443e-05,0.005430344741312871
2.84,9.910026892473982e-07,-3.9669029919205266e-05,-0.012910854094251542
2.86,-5.244099877055432e-07,-1.886530076201528e-05,0.01499122700997055
2.88,5.835002024065511e-07,5.4004859941139226e-05,-0.007704210939655105
2.9,2.1284268544040164e-07,-8.656623803064985e-05,-0.006352898857523799
2.92,-1.3860273216135424e-06,-3.1690364215539065e-06,0.014692619018433396
2.94,6.207397375049378e-08,7.66270769633793e-05,-0.006713007679940082
2.96,7.834954340402444e-07,2.20891419161048e-05,0.0012592141752126324
2.98,9.5587114725964e-07,-3.0914068601426585e-05,-0.006559535226965773
3.0,-2.1187023125176164e-08,-1.913523608521154e-05,0.00773741847858728
3.02,3.2368984182552537e-07,1.262781712715551e-05,-0.004561113157350576
3.04,5.5164122914769215e-09,-2.7370517110912532e-05,0.0005612797335437722
3.06,1.1421939225315443e-08,5.0014065926463134e-05,0.0071771785701937926
3.08,1.2339011116279767e-06,1.1571958305534991e-05,-0.01102138933228661
3.1,5.308923104199658e-07,-1.8381343469405524e-05,0.008026059154792561
3.12,9.392652064621803e-07,1.7758029797217613e-05,-0.00441212182813025
3.14,2.095958618638114e-07,-0.00010084524300288806,-0.007448205451880317
3.16,-2.0337174178725325e-06,-6.032445143587234e-05,0.0115002846085819
3.18,-1.608665062194114e-06,6.940391013768848e-05,0.0014725515487741814
3.2,-2.0198170199251693e-07,5.746916826712078e-05,-0.002666025735830954
3.22,7.697304714442035e-07,5.747874683957603e-05,0.002666983593076478
3.24,1.7424545807975593e-06,4.281286793086534e-06,-0.00798672959772543
3.26,1.1831104435757203e-06,-1.259689819219461e-05,0.006298911099197314
3.28,1.2359038963643021e-06,-2.9876296689296635e-05,-0.008026850948907517
3.3,-6.648429300883564e-07,-0.00014509092110023039,-0.0034946114921858527
3.32,-2.9315989214794255e-06,-1.4885441586341024e-05,0.016515159443574796
3.34,-1.5578802379431872e-06,7.067709126736986e-05,-0.007958906158203712
3.36,-1.1062333652231984e-06,5.981909955295734e-06,0.001489388026996297
3.38,-1.165453454385345e-09,0.00013890248658476753,0.011802669635950882
3.4,3.1555787993552784e-06,7.767996839240568e-05,-0.017924921455187072
3.42,1.9922332923517806e-06,-0.00015061254828346534,-0.0049043302124000265
3.44,-6.554525401266498e-07,-4.688447618083361e-05,0.015277137422663206
3.46,-9.918723297649589e-08,2.443737420755826e-05,-0.008144952383824022
3.48,-4.0663563555129826e-07,-1.3542484963096658e-05,0.004346966466758528
3.5,8.813856120908586e-08,5.7831434772665646e-05,0.0027904255068177015
3.52,9.8806658541056e-07,-8.577920983287175e-06,-0.009431361082412989
3.54,1.4715636479831547e-07,-1.4667080301132443e-05,0.008822445150628463
3.56,1.149515314597896e-06,9.146355156591734e-05,0.001790618036076514
3.58,2.1474371539689176e-06,-5.1145007586946654e-05,-0.01605147395136291
3.6,3.0038027970185304e-08,-5.480511421228743e-05,0.015685463288828833
3.62,8.062240552763807e-07,6.918349963221585e-05,-0.0032866019043785027
3.64,9.981424185311146e-07,-7.671322573243662e-05,-0.011303070632086742
3.66,-7.629008745201783e-07,2.3006638280467193e-06,0.01920445958813508
3.68,1.0831452932614695e-06,8.026100162980295e-05,-0.011408425807959463
3.7,2.843876060968184e-07,-0.00016625139825470896,-0.013242814180491724
3.72,-3.4876155313373317e-06,-0.00010086953230078736,0.019781000775883892
3.74,-3.1327647712497486e-06,5.715667085587329e-05,-0.003978380460217826
3.76,-2.9564845382221217e-06,-4.808750215542427e-05,-0.006546036840911932
3.78,-2.6130591209911145e-06,0.00021314918530461897,0.03266970558691626
3.8,3.468022119137676e-06,0.0001591667595409181,-0.03806794816328636
3.82,1.4900049118475126e-06,-0.00023435661854249702,-0.001284389645055159
3.84,-9.920578633828304e-07,0.0001092477172509942,0.035644823224404286
3.86,3.3924932324607784e-06,8.273899763051006e-05,-0.03829569518645271
3.88,9.352581125740108e-07,-0.00015110631137950814,0.014911164285450904
3.9,1.121547707734678e-06,0.0001810444191786073,0.018303908770360644
3.92,3.929762886434581e-06,-0.00012389564925583551,-0.048797915613804935
3.94,-2.880613796904569e-06,-0.00028578604785115214,0.032608875754273306
3.96,-2.6306175659705595e-06,0.0002829827727996727,0.02426800631080918
3.98,2.567579514693233e-06,-2.891604660786826e-05,-0.055457888251563295
4.0,-2.705624251099934e-06,-0.00017856958913760567,0.04049253399858957
4.02,7.798187664955467e-08,0.000369754757451739,0.014339900660344906
4.04,6.002116681058244e-06,5.711699154376253e-06,-0.050744206490081184
4.06,1.211197209813758e-06,-0.0002226192540946137,0.027911111165182204
4.08,7.294516250768018e-07,9.386555882686195e-05,0.0037373701269653586
4.1,1.979116014438225e-06,-3.7655160519164005e-05,-0.01688944206156796
4.12,6.013657903191195e-07,3.754220803614181e-05,0.024409178917098543
4.14,2.8777626499796513e-06,2.2283323705810695e-05,-0.025935067350131662
4.16,-1.646593274521854e-07,-0.00024157927052508032,-0.0004511920729574244
4.18,-2.498559722461743e-06,0.00013758540252830124,0.0383676593782956
4.2,2.66563741419979e-06,0.00011578217165967149,-0.040547982465158575
4.22,-2.770675393347368e-07,-0.00026749026169793627,0.0022207391293977974
4.24,-3.3507802084509497e-06,5.1716231734462664e-05,0.0296999102138421
4.26,6.887904991737396e-08,0.00011251732314790228,-0.023619801072498156
4.28,-9.547917615558084e-07,-0.0001423872572918004,-0.0018706569714721094
4.3,-2.7860514109592725e-06,2.8792136887802232e-05,0.018988596389432382
4.32,-9.744923429997546e-07,2.4263622523999426e-05,-0.019441447825812672
4.34,-2.016152962561113e-06,-1.0361859724075884e-05,0.01597889960100515
4.36,8.733708506056585e-07,0.000294363295413116,0.014493615912714034
4.38,5.907820927320362e-06,2.1504761553833114e-05,-0.04177946929864235
4.4,2.114675043504665e-06,-0.0001941867126935974,0.020210321873899303
4.42,1.6853066678704792e-06,0.00012186495030307393,0.011394844425767832
4.44,4.198375525492383e-06,1.9281983779459447e-05,-0.02165314107812929
4.46,2.481115818951166e-06,-7.962151275880859e-05,0.011762791424302498
4.48,2.151658380767138e-06,-7.803504453012016e-06,-0.004580990593722838
4.5,7.049915701852674e-07,-0.00015558310674402819,-0.010196969635378778
4.52,-1.976549263114697e-06,1.0904784846849487e-05,0.026845758794466552
4.54,8.92056815346561e-07,0.0001400237541308242,-0.01393386186606909
4.56,9.08685691328915e-07,-0.0001382145582036044,-0.013889969367373772
4.58,-1.7687333036479555e-06,1.3715960834415964e-05,0.02908302127117582
4.6,1.3669361649682928e-06,0.00015208828591184713,-0.015245788763432702
4.62,1.1564334174405044e-06,-0.00018329409631853547,-0.018292449459605564
4.64,-2.9737870925354413e-06,-7.002038926326532e-05,0.029619820165132586
4.66,-1.4597527609317167e-06,7.094772661576349e-05,-0.015523008577229713
4.68,-2.301343775555683e-06,-0.00011290401965282477,-0.0028621660496291057
4.7,-3.4907040449618205e-06,7.602565939101997e-05,0.021755133954013583
4.72,-1.2472203755078797e-06,-3.3080107904084595e-05,-0.03266571068352406
4.74,-5.109520389281313e-06,-0.00018652767942260533,0.017320953531671998
4.76,-5.26596840229382e-06,0.00017637862157661465,0.018969676568250007
4.78,-6.522754943019824e-07,0.00014959992736304631,-0.02164754598960686
4.8,-2.9356062823821313e-07,-2.891716492045863e-05,0.0037958367612563604
4.82,1.7216817815990203e-07,8.973528318807093e-05,0.008069408049596598
4.84,2.1777734856798456e-06,4.067614925588364e-05,-0.012975321442815328
4.86,1.15061851418289e-06,-0.00010567232980815737,-0.0016595264635887695
4.88,-9.233643017494091e-07,-8.315749813764241e-05,0.003911009630640273
4.9,-2.122659998441104e-06,-5.268945453487209e-05,-0.0008642052703632386
4.92,-2.8331342681090367e-06,7.449821323186622e-06,0.00687813285616911
4.94,-2.0204378899929584e-06,3.82234855093474e-05,-0.0038007664375530326
4.96,-1.7434440558794118e-06,3.1097684738675148e-06,0.0002893947340050435
4.98,-1.5897636306143564e-06,1.3938579501972848e-05,0.0007934863688054896
5.0,-7.58038845870395e-07,8.894669501959362e-05,0.006707325182956584
5.02,1.524959251071537e-06,9.748307267253668e-05,-0.0058536874176622795
5.04,2.707583615473947e-06,4.09643834919109e-05,0.00020181849959970133
5.06,3.864363919864867e-06,8.957009367881919e-05,0.004658752519091126
5.08,5.624976019090082e-06,3.8364102335232526e-05,-0.009779351653449793
5.1,5.472182082941683e-06,-1.853778558227034e-06,0.005757563564103837
5.12,5.258896448263603e-06,-8.586092372629627e-05,-0.014158278080910757
5.14,2.233055921367516e-06,-0.00014057145077271292,0.008687225376269096
5.16,1.4188608589743125e-06,7.214138842375427e-05,0.012584058543377637
5.18,3.2547859267582645e-06,5.265397886307843e-06,-0.019271657597122287
5.2,1.3115100333542024e-06,-0.00010930560381200216,0.007814557427291292
5.22,4.0522485057809246e-07,4.5228559346748845e-06,0.0035682885473764143
5.24,-3.2629110258431654e-08,-0.00011040669146859252,-0.015061243287703155
5.26,-3.10742526257644e-06,-8.979360703348466e-05,0.017122551731213943
5.28,-1.7531986014859315e-06,0.00021149569591840617,0.013006378563975143
5.3,2.3330846427587803e-06,5.988730916014302e-05,-0.02816721723980147
5.32,4.153669789015621e-07,-0.00012576009550085407,0.009602476773701775
5.34,-1.586875197343871e-08,9.081006363344029e-05,0.012054539139727656
5.36,2.0920333008486607e-06,1.401978925915776e-05,-0.01973356657715592
5.38,8.609187136341457e-08,-0.00013159512716954326,0.005172074934285828
5.4,-1.4021121709987107e-06,-1.1761101358090538e-05,0.006811327646859447
5.42,-1.6392387723221132e-06,-8.016006395092377e-05,-0.013651223906142769
5.44,-3.876032090906099e-06,-3.868663082432266e-05,0.017798567218802887
5.46,-1.9216955309635244e-06,0.0001925380734520027,0.005323903208829639
5.48,8.961724736095266e-07,-1.563497830634413e-05,-0.026141208384664327
5.5,-1.6238829426656501e-06,-8.532627198194498e-05,0.019172079017104243
5.52,-7.705705829914678e-07,0.00010692860774397486,5.340895548774233e-05
5.54,2.367044605089161e-07,-6.330004851776958e-05,-0.017076274581662186
5.56,-2.373360936345839e-06,-9.414696667605233e-05,0.013991582765833916
5.58,-2.2606814545488893e-06,6.528002796330796e-05,0.001951116698102117
5.6,-1.7493824776372686e-06,-7.337637637089403e-05,-0.015816757131522318
5.62,-4.240018311051858e-06,-6.867505095517712e-05,0.016286889673094013
5.64,-3.6047618487345e-06,6.976967452701786e-05,-0.0024424171248745193
5.66,-2.9052417484451357e-06,-1.018716276188588e-05,-0.005553266604015858
5.68,-2.401613920499781e-06,0.00015145116575573359,0.0217170994557778
5.7,1.9984884289558267e-06,0.00013994202634909594,-0.02286801339644158
5.72,1.8239038669376183e-06,-7.73916030365074e-05,0.0011346504578812477
5.74,1.8225757897157957e-06,0.00014323748991092893,0.020928258836862387
5.76,5.639648511204797e-06,7.680334003286847e-05,-0.027571673824668453
5.78,3.820308935031846e-06,-0.000150790878244995,0.004812251996882112
5.8,2.3680292289025883e-06,3.561728060178017e-05,0.013828563887795412
5.82,3.5793603995250995e-06,-2.7820524488137777e-05,-0.020172344396787213
5.84,9.069118888169998e-07,-0.0001435027836620673,0.008604118479394272
5.86,-2.0108804369402788e-07,3.476439265353773e-05,0.00922259915216624
5.88,7.975438043690832e-07,-1.1959999619271186e-05,-0.013895038379447132
5.9,-1.1969179614572485e-06,-0.00013629888184093608,0.0014611501572806447
5.92,-3.1909404421791345e-06,-4.111710999921722e-05,0.008057027026891244
5.94,-3.3506278211963293e-06,-2.2289157123057244e-05,-0.006174231739275246
5.96,-3.836836002341033e-06,3.3389404467161385e-05,0.01174208789829711
5.98,-1.767576329854767e-06,0.000126189262955646,-0.0024621020494486594
6.0,-5.189938966907455e-07,-4.047014044220216e-05,-0.014203838290336161
6.02,-2.538761561340861e-06,-7.998648590975139e-05,0.010252203743581247
6.04,-2.639381183377114e-06,4.2357991078252345e-05,0.001982243955219131
6.06,-1.464012857671234e-06,7.1766827147186e-05,0.0009586396516742309
6.08,-4.3749668505714655e-07,8.573750809988347e-07,-0.008049584858292947
6.1,-1.5516458350959288e-06,-8.834127408488555e-05,-0.0008702800582954893
6.12,-3.0152488289543885e-06,-3.4155100326042925e-05,0.006288897434179753
6.14,-3.0230284373130645e-06,4.25428505648695e-06,-0.002447958895926767
6.16,-3.5848078208750295e-06,-6.829588868800098e-05,-0.004807058478522025
6.18,-4.70264403376105e-06,1.6986930228319127e-05,0.013335340370154039
6.2,-1.6463850792031899e-06,0.00029111157902550044,0.01407712450956408
6.22,3.6847147173440775e-06,7.667056633544846e-05,-0.035521225778569296
6.24,1.3178428153837194e-06,-0.00015315966017925766,0.012538203127098684
6.26,9.764937261191835e-07,0.00012973492569784808,0.0157512554606119
6.28,3.664002478213546e-06,-1.3856093187660683e-05,-0.030110357349162786
6.3,5.761935562577314e-07,-0.00013435557842642303,0.01806040882528656
6.32,7.743123276635099e-07,0.0001178248843108472,0.007157637448440467
6.34,2.688044011213287e-06,-2.0166390573632447e-05,-0.020956764936888438
6.36,3.635724241832989e-07,-9.877030753834901e-05,0.013096373240416792
6.38,3.202140548780342e-08,1.6844229868205786e-05,-0.0015349194997613114
6.4,-5.748612375716389e-07,-0.0001093716611977148,-0.011086669606830747
6.42,-2.7461581227504373e-06,3.915485686917312e-06,0.022415384295293966
6.44,-1.2738921089556695e-07,0.00016083052245145633,-0.006723880618840071
6.46,6.215033541776102e-07,-0.00014208835395353533,-0.0235680070216591
6.48,-3.0921375337291235e-06,-3.718935506234847e-05,0.034057906910777806
6.5,1.1229436339373538e-08,0.00019930468652719347,-0.010408502751823624
6.52,8.766728712044229e-07,-0.00016470783030639324,-0.025992748931535054
6.54,-2.787133200574649e-06,3.977223916127622e-05,0.046440755878302015
6.56,2.6441331957517448e-06,0.0002707379223433865,-0.02334418756009099
6.58,3.880115146334945e-06,-0.00012263667649838305,-0.015993272324085983
6.6,1.2948186040787745e-06,1.7411594899200376e-05,0.029998099463844338
6.62,3.978465456815086e-06,6.774284347360268e-05,-0.02496497460640411
6.64,2.0560720920486977e-06,-0.0001741949455981226,0.0007711956992315777
6.66,-2.3122191609007972e-07,-2.416167016887176e-06,0.016406682158891968
6.68,1.0509219429093665e-06,3.3087091294771605e-05,-0.012856356327726092
6.7,6.791824077821121e-08,-8.506117463195559e-05,0.0010415297350533752
6.72,-8.446628469617476e-07,2.281988875238359e-05,0.009746576603380545
6.74,2.6803415652866157e-07,2.3799006984988753e-05,-0.009648664780120034
6.76,-2.451356771816671e-07,-2.8086841225326474e-05,0.004460079959088514
6.78,-2.2548348217487457e-07,1.452071211078669e-05,-0.0001993246254771968
6.8,2.4847048278503003e-08,1.050140160120523e-05,-0.00020260642548095053
6.82,5.699746506196118e-08,-1.4154176430082231e-05,-0.0022629513776477954
6.84,-3.029114941213994e-07,-3.048477240861662e-06,0.0033735212965698533
6.86,3.177882350459372e-07,6.546670089112529e-05,0.0034779965166288397
6.88,9.975382278948296e-07,-6.375086802120512e-05,-0.016399753407861883
6.9,-1.3302705973905012e-06,-5.7672053671770586e-05,0.01700763484280535
6.92,-3.7831404138377173e-07,8.80612423164971e-05,-0.0024343052439785816
6.94,3.168311828980419e-07,-4.7507648550936375e-05,-0.011122583842764766
6.96,-1.571583864187139e-06,-7.702112153325677e-05,0.00817123654453273
6.98,-2.0527422730271866e-06,1.5611629517906997e-07,-0.000453512761689142
7.0,-2.6530635291232194e-06,-8.582529338787167e-05,-0.00814462820661593
7.02,-4.13162200587509e-06,3.1313097329122155e-05,0.019858467278315313
7.04,-1.1831861202009725e-06,0.00018105451540972016,-0.004884325470255517
7.06,8.077381825812142e-07,-1.4627130699557101e-05,-0.014683839140672214
7.08,3.247973519152641e-08,5.9803885697383175e-05,0.02212694078036624
7.1,2.9380048525702864e-06,9.495158840838521e-05,-0.018612170509266036
7.12,2.3386116831888367e-06,-9.369044713132757e-05,-0.00025203304470523824
7.14,1.3162105031601206e-06,3.654104770540011e-05,0.013275182528378008
7.16,2.7888917040819166e-06,1.5068259443689079e-05,-0.015422461354549121
7.18,1.3774029339531157e-06,-8.763522086120709e-05,0.005152113324059508
7.2,5.67495378728945e-07,2.2631751981935333e-06,0.0038377262818805533
7.22,7.517159694286753e-07,-1.527052461023306e-05,-0.005591096262723213
7.24,1.290295609746188e-07,-6.950949420410213e-06,0.0064230537817055
7.26,1.2405001395181377e-06,0.00011639194780529327,0.005911235940864845
7.28,3.7125591096009873e-06,7.891259049319248e-05,-0.009659171672074932
7.3,3.914986085080057e-06,-3.086941794377508e-05,-0.0013190291716218237
7.32,3.586229349423722e-06,2.5615617255318077e-05,0.00696753269153114
7.34,3.994846927302561e-06,-5.9613924744121725e-05,-0.015490486891475117
7.36,1.3250702009554554e-06,-0.00012633379054907123,0.008818500310980179
7.38,4.778081212189569e-07,3.73932660278659e-05,0.007554205346713534
7.4,7.829054855482549e-07,-0.00010456398087347243,-0.02174993003684737
7.42,-2.949193037365733e-06,-0.00013318751632167955,0.01888757649202667
7.44,-2.8386813092132705e-06,9.407602694596178e-05,0.003838777834737458
7.46,-1.5994852407124938e-06,-4.066042196418165e-05,-0.0173124227257518
7.48,-3.4647655662830726e-06,-2.5346977649705587e-05,0.01884376715719941
7.5,-2.0631162951540534e-06,7.25036743967699e-05,-0.00905870195255186
7.52,-1.8333388844314753e-06,-1.9953717659634455e-05,-0.00018703725308857888
7.54,-6.202528966459427e-07,0.0002237407060179846,0.024556479620850485
7.56,4.97233995950413e-06,0.00014584272017803695,-0.03234627820484527
7.58,3.2746241507195868e-06,-0.00022288002962530263,-0.0045259967754886915
7.6,-6.458392048836605e-08,-9.861183675700794e-06,0.02582788137044889
7.62,1.9398009618138064e-06,6.210128599223858e-05,-0.018631634403654958
7.64,8.453013162958509e-07,-0.00010206117477562092,0.0022153883268690097
7.66,-4.009876054608288e-07,-4.9748719809502244e-06,0.007493241952598064
7.68,-5.595164312099661e-07,-8.876199942645079e-05,-0.01587195469714812
7.7,-2.693787421386465e-06,1.6102897297908016e-05,0.026358444369584
7.72,6.234305164815543e-07,0.00020179245238854683,-0.007789488860520121
7.74,2.200782169776278e-06,-8.908726817768395e-05,-0.021298483196102953
7.76,-9.76524596405912e-07,-8.543664661093104e-05,0.021663545352778257
7.78,-2.7888870467261106e-07,5.888322345407469e-05,-0.007231558346277686
7.8,-7.598193573280764e-08,-1.501484810440199e-05,-0.0001582488095699837
7.82,1.7603448974420198e-07,6.941464812605528e-05,0.008601198432615708
7.84,2.084792922129229e-06,6.147248427948644e-05,-0.009395414817272595
7.86,1.4194338878682949e-06,-0.00012879467552538707,-0.009631301163214756
7.88,-1.5600810457038127e-06,-9.302487735289443e-05,0.013208280980464025
7.9,-1.1283053984790468e-06,0.00011873329198486348,0.007967535953311768
7.92,1.4065561627271276e-06,6.308729067808157e-05,-0.013532136083989968
7.94,7.633476882038889e-07,-8.733449169474923e-05,-0.0015100421532931174
7.96,-8.253221209284775e-07,-4.853106644742531e-05,0.005390384678025512
7.98,-1.0281291383161178e-06,1.2737233506449457e-05,0.0007364453173619653
8.0,-9.343380853637111e-07,-1.8770262243657567e-05,-0.003887194892372667
8.02,-1.2979299215053571e-06,2.18736979897949e-05,0.007951590915717914
8.04,-2.77761081519752e-08,6.725976686623833e-05,-0.003412984028073574
8.06,-2.451508007363518e-08,-9.990053923998992e-05,-0.01330304658254925
8.08,-2.62312874213316e-06,-5.6960505003456394e-05,0.017597050006202604
8.1,-8.593058826849211e-07,0.00020252393886212265,0.008351394380355294
8.12,2.428768878751798e-06,4.649392687709595e-06,-0.028138848997796603
8.14,-8.687415451451701e-07,-0.0002225368589819983,0.005420223830825813
8.16,-3.2155456479303637e-06,3.885086423795954e-05,0.020718548491169976
8.18,-1.0044808461286004e-06,4.6772506882645685e-05,-0.01992638422670137
8.2,-2.4361518041576453e-06,-0.00010903181520263448,0.004345952018173366
8.22,-2.8203715513156705e-06,0.00011697114814983152,0.018254344317073234
8.24,1.1378112857660995e-06,0.00017724168609187008,-0.012227290522869375
8.26,2.3749148430347187e-06,-4.664493336475358e-05,-0.010161371422792997
8.28,6.34732312910799e-07,-6.612379856115086e-05,0.008213484903153274
8.3,5.623622387959245e-07,3.925723697353779e-05,0.0023246186503155936
8.32,8.111593118594833e-07,-6.444109949069768e-05,-0.012694452296739142
8.34,-1.7233082162594384e-06,-0.0001243434072690515,0.0067042215189037635
8.36,-2.6287453003593634e-06,4.582903673407661e-05,0.010313022881409055
8.38,-1.0942291510698595e-06,3.5389120111181834e-05,-0.011357014543698536
8.4,-1.4050144868320453e-06,-3.825895149706161e-06,0.007435513017609734
8.42,-3.3300465065422745e-07,9.409813554998765e-05,0.0023568900523596448
8.44,1.2056407189345654e-06,1.903163381474716e-05,-0.009863540225883694
8.46,9.627243565099528e-07,2.413468026565073e-05,0.01037384487097405
8.48,2.4371882694490306e-06,6.916177769981973e-05,-0.005871135127557152
8.5,2.4394111760739585e-06,-7.927876813032878e-05,-0.008972919455457699
8.52,5.319359483002892e-07,-3.783455335081587e-05,0.01311734093340899
8.54,9.825779052737197e-07,1.2091990913556413e-05,-0.008124686506971766
8.56,-1.9899879104760418e-07,-0.00012017362120559378,-0.005101874704943252
8.58,-1.971293543462866e-06,2.5521776598330838e-05,0.019671414485335718
8.6,2.6312570567238496e-07,8.740518932026878e-05,-0.01348307321314193
8.62,-2.8563541435691893e-07,-0.0001222938145135139,-0.00748682717023633
8.64,-2.6723693345194056e-06,-3.855418729498197e-05,0.015860789892089527
8.66,-1.9702599154536797e-06,2.3816888528927548e-05,-0.009623682309698574
8.68,-2.7021668226926894e-06,-6.11829900467208e-05,0.0011236944521337382
8.7,-2.9340336371139112e-06,7.634901340892097e-05,0.01262950589343044
8.72,-5.368161733218211e-07,8.058953381666722e-05,-0.012205453852655822
8.74,-6.831337871928815e-07,-6.107217118743531e-05,-0.0019607166477544243
8.76,-1.4179140097308822e-06,3.1534475471714735e-05,0.011221381313669431
8.78,4.5143800659770334e-08,4.4175907478474096e-05,-0.009957238112993502
8.8,-4.1960121632702035e-07,-5.8491186375031774e-05,-0.00030947127235708173
8.82,-9.525718328171963e-07,4.0131493000107994e-05,0.010171739209871059
8.84,7.360033561637765e-07,7.130590024821935e-05,-0.0070542984850599285
8.86,1.1920783256563165e-06,-3.657570221958433e-06,-0.000442048561957847
8.88,7.180097791685174e-07,-5.937465590967455e-05,-0.005129660006813763
8.9,-8.401457290401038e-07,-6.367741434380646e-05,0.004699384163400574
8.92,-1.032193736793394e-06,5.155378589061368e-05,0.006823735860041439
8.94,3.1452751891259943e-07,3.066325797425726e-05,-0.008912788651677085
8.96,-6.401586101687595e-08,-2.8980136421164984e-05,0.0029484492121348606
8.98,-5.084748775664835e-07,-3.819307176145977e-05,-0.0038697427461643376
9.0,-1.5571070471255577e-06,-4.221125444929822e-05,0.0034679244773804935
9.02,-1.6763158660930217e-06,3.186194127967194e-05,0.0039393950955165236
9.04,-3.4655417013382144e-07,9.634642087937091e-05,0.002509052864453371
9.06,1.4440486526897814e-06,5.08070530202649e-05,-0.007062989650363977
9.08,9.620925361611625e-07,-0.00010327762701618285,-0.0083454783532808
9.1,-1.5229636675887176e-06,-8.274839299730831e-05,0.010398401755168256
9.12,-1.532629087362652e-06,6.006295547684391e-05,0.00388273309224697
9.14,-1.502762251978001e-07,4.8399687448570286e-05,-0.005049059895074336
9.16,2.4792781678976647e-07,1.3421830351737773e-05,0.0015512741853910827
9.18,6.675659294413785e-07,2.058931434035544e-05,-0.0008345257865293165
9.2,9.350405564395693e-07,7.287823234310895e-06,-0.0004956233240751388
9.22,1.2645876140771828e-06,3.981264541777164e-05,0.003748105542421212
9.24,1.6898693366247887e-06,-5.331408787761451e-05,-0.013060778871959828
9.26,-8.520876002801297e-07,-0.00014405757606091046,0.0039864300536302365
