Time (s),Displacement (in),Velocity (in/s),Acceleration (in/s^2),Acceleration (in/s²)
8.52,0.11790713634375802,-6.133480760007062,-61.04731229455581,
8.54,-0.010175738889016165,-6.674806763270355,6.914711968226534,
8.56,-0.13506124911914236,-5.813744259742263,79.1915383845826,
8.58,-0.23172413304443518,-3.852544132787019,116.9284743109418,
8.6,-0.2844598962355623,-1.4210321863256916,126.22272033519096,
8.62,-0.287141094191586,1.1529123907233192,131.17173736971012,
8.64,-0.23846952147512615,3.7142448809226667,124.96151165022462,
8.66,-0.142023421846958,5.93036508189415,96.65050844692368,
8.68,-0.009312521634021092,7.3407249393995375,44.38547730361506,
8.7,0.1391175806157742,7.502285285579994,-28.22944268556946,
8.72,0.27634066224935916,6.220022877778501,-99.99679809457987,
8.74,0.37659036846713695,3.8049477439992785,-141.51071528334236,
8.76,0.42280877232513764,0.8168926418007909,-157.2947949365064,
8.78,0.40842411994989003,-2.255357879325552,-149.93025717612787,
8.8,0.33677987727566283,-4.909066388097168,-115.44059370103369,
8.82,0.22016038868161616,-6.752882471307499,-68.94101461999944,
8.84,0.075867347670962,-7.676421629757917,-23.412901225042333,
8.86,-0.07770942708370286,-7.681255845708567,22.92947962997735,
8.88,-0.21959774723849848,-6.507576169770995,94.43848796377988,
8.9,-0.32509940751488803,-4.042589857867958,152.06014322652373,
8.92,-0.374333623606153,-0.8808317512585409,164.11566743441801,
8.94,-0.3610796957007303,2.2062245418008146,144.58996187151752,
8.96,-0.2918468703953388,4.717057988738334,106.49338282223442,
8.98,-0.17934577099408874,6.533051951386671,75.10601344259922,
9.0,-0.03828701069299365,7.572824078722838,28.871199291017433,
9.02,0.11286953805205296,7.542830795781822,-31.870527585118978,
9.04,0.24943585302240098,6.113800701252979,-111.03248186776538,
9.06,0.34386709055704623,3.329323052211545,-167.41528303637796,
9.08,0.3777742129555012,0.06138918763394985,-159.37810342138152,
9.1,0.35150093536659416,-2.688716946524652,-115.63250999447865,
9.12,0.2783957148345566,-4.621805106679103,-77.67630602096645,
9.14,0.17319914375981876,-5.89785200079468,-49.92838339059131,
9.16,0.04886318776594839,-6.535743598592357,-13.860776389176372,
9.18,-0.08005454458042044,-6.356029636044526,31.832172643959485,
9.2,-0.19686687917361873,-5.325203823275302,71.25040863296284,
9.22,-0.28708079012881255,-3.696187272244079,91.65124647015948,
9.24,-0.3395987255479022,-1.5556062696648882,122.4068537877596,
9.26,-0.3432767079242853,1.1878080320265827,151.9345763813875,
9.28,-0.291091661528645,4.030696607537443,132.35428116969854,
9.3,-0.19038139952693298,6.040329592633761,68.60901733993316,
9.32,-0.06294124657770499,6.7036857022890395,-2.273406374405269,
9.34,0.06395794085380706,5.986233040862164,-69.47185976828234,
9.36,0.16497179265582654,4.115152139339783,-117.63623038395568,
9.38,0.22096994734390477,1.4846633294680398,-145.41265060321868,
9.4,0.22088081292587664,-1.493576771270853,-152.4113594706706,
9.42,0.16303953552231937,-4.290550969084874,-127.28606031073147,
9.44,0.0578048996050339,-6.232912622643672,-66.95010504514835,
9.46,-0.07250337095409866,-6.797914433269583,10.449923982557294,
9.48,-0.19918174067532582,-5.869922538853131,82.34926545908793,
9.5,-0.29446922019968225,-3.658825413582511,138.76044706797404,
9.52,-0.33808542417988185,-0.7027949844374501,156.84259584653205,
9.54,-0.3214597023095886,2.3653671714667763,149.9736197438906,
9.56,-0.24653638292825236,5.1269647666668465,126.18613977611642,
9.58,-0.12366852418254011,7.159821107904379,77.0994943476368,
9.6,0.0263735642746316,7.844387737812791,-8.642831356795625,
9.62,0.1723147336042097,6.749729195145018,-100.82302290998167,
9.64,0.28171185376742086,4.1899828211760966,-155.1516144869105,
9.66,0.3329039092834553,0.9292227304273495,-170.92439458796423,
9.68,0.3182007692115922,-2.3995367376136625,-161.95155221613697,
9.7,0.24082320400000964,-5.3382197835445915,-131.9167523769559,
9.72,0.11397503874138895,-7.3465967423174785,-68.92094350033275,
9.74,-0.03795783709184056,-7.846690841005473,18.911533631533274,
9.76,-0.18210841261594019,-6.56836671140449,108.92087932856501,
9.78,-0.28537442872179797,-3.7582348991812884,172.09230189375515,
9.8,-0.3249294663208443,-0.19726886072334437,184.00430195203924,
9.82,-0.29602116403711093,3.0880990890966813,144.53249302996332,
9.84,-0.2109094364518425,5.42307366943016,88.96496500338455,
9.86,-0.09013687638539732,6.65418233721436,34.14590177503548,
9.88,0.04358586233627968,6.718091534953339,-27.7549820011376,
9.9,0.1654825744452436,5.471579675943054,-96.89620389989093,
9.92,0.251159429641253,3.0961058436578837,-140.65117932862609,
9.94,0.28590066214458654,0.3780174066754709,-131.1576643696152,
9.96,0.27103865698369795,-1.8642179227643303,-93.06586857436494,
9.98,0.21975401758219998,-3.2642460173854664,-46.936940887748676,
10.0,0.14896959900568732,-3.8141958402657994,-8.058041400284615,
10.02,0.07372103913040032,-3.710660147262901,18.41161070057447,
10.04,0.005067576516653232,-3.154686114111807,37.185792614534904,
10.06,-0.05014141056099138,-2.366212593652654,41.66155943138038,
10.08,-0.08959786778086651,-1.5794331283348582,37.01638710039923,
10.1,-0.11404977187553542,-0.8657572811320325,34.35119761988334,
10.12,-0.12469041615160836,-0.19830714647526204,32.39381584579371,
10.14,-0.12265074415686293,0.40227434594980516,27.664333396713012,
10.16,-0.10869151292900334,0.9936487768361544,31.473109691921913,
10.18,-0.0819073844506781,1.6847640709963687,37.63841972409953,
10.2,-0.040976230137369625,2.408351360334479,34.720309209711495,
10.22,0.012427181068919955,2.931989760294479,17.643530786288544,
10.24,0.07116617125075099,2.941909257888624,-16.651581026874048,
10.26,0.12309207459836553,2.25068107687283,-52.47123707470535,
10.28,0.15567961839567676,1.0080733028582924,-71.78954032674841,
10.3,0.1618002969996392,-0.39600544246204983,-68.6183342052858,
10.32,0.1414604875564696,-1.63797550185491,-55.57867173400021,
10.34,0.09925824968601843,-2.5822482851902064,-38.848606599529404,
10.36,0.04171576797516983,-3.171999885894654,-20.12655347091534,
10.38,-0.02387909631550327,-3.387486543172656,-1.4221122568848905,
10.4,-0.08981526478432035,-3.2061303037090525,19.55773620324526,
10.42,-0.14771137569216214,-2.5834807870751266,42.70721546014734,
10.44,-0.18973810249927958,-1.6191918936366174,53.72167388370359,
10.46,-0.21200068959331858,-0.6070668157672823,47.49083390322993,
10.48,-0.21503638012243168,0.30349776285597285,43.56562395909559,
10.5,-0.1999055483794127,1.2095854114459237,47.043140899899484,
10.52,-0.16619743831461348,2.161225595034,48.120877458908126,
10.54,-0.11511225223727879,2.9472930126994688,30.485864307638764,
10.56,-0.053212292529863814,3.2427029580420292,-0.9448697733827203,
10.58,0.00846853965940629,2.9253802608849813,-30.78739994232206,
10.6,0.05799275329800128,2.0270411029745175,-59.04651584872433,
10.62,0.08533211715759718,0.7068952829850734,-72.96806615022007,
10.64,0.08626959076046999,-0.6131479226977932,-59.03625441806659,
10.66,0.06573672016265483,-1.4401391370837222,-23.662867020526306,
10.68,0.035545575836521195,-1.5789752955296417,9.779251175934366,
10.7,0.007607279939917641,-1.2148542941307139,26.632848963958406,
10.72,-0.011886843076284933,-0.7345580074895433,21.396779700158664,
10.74,-0.02432550135726917,-0.5093078206088802,1.1282389879076327,
10.76,-0.03503709849712946,-0.5618518933771488,-6.382646264734485,
10.78,-0.04614452027096993,-0.5488902840068981,7.678807201759551,
10.8,-0.053643907128581,-0.2010484017542088,27.105381023509377,
10.82,-0.05081927157345338,0.4835119572669704,41.35065487860854,
10.84,-0.03267910289619458,1.33050491045891,43.34864044058541,
10.86,0.0011548445960770926,2.052889838768257,28.88985239034929,
10.88,0.045264777196362065,2.3581034212602403,1.6315058588490245,
10.9,0.08886039155556807,2.0014580146603604,-37.29604651883703,
10.92,0.11830257203995884,0.9427600337787156,-68.57375156932744,
10.94,0.12267349377280423,-0.5056678604941762,-76.26903785796173,
10.96,0.09975654328019301,-1.7860271887669457,-51.76689496931522,
10.98,0.057034152966183194,-2.4862118426340363,-18.251570417393836,
11.0,0.005537564646909246,-2.6634469892933583,0.5280557514616291,
11.02,-0.046402232088714516,-2.530532684269018,12.763374750972417,
11.04,-0.09350968398311543,-2.1802125051710735,22.268643158822044,
11.06,-0.1313885127514038,-1.6076703716577645,34.985570192508845,
11.08,-0.15548867354197407,-0.802345707399261,45.5468962333415,
11.1,-0.16202195765542723,0.14901729605394465,49.589404111979064,
11.12,-0.1496338641860568,1.0897920508831003,44.488071370936495,
11.14,-0.11968841039070617,1.9047533286519611,37.00805640594959,
11.16,-0.0754627736320117,2.5178103472174853,24.297645450602843,
11.18,-0.022246951365654008,2.8037718794182838,4.298507769477013,
11.2,0.033507030411199644,2.7716262982670816,-7.513065884597237,
11.22,0.08656757881053467,2.5344285416664207,-16.20670977546883,
11.24,0.1326672022767416,2.075533804954273,-29.68276389574592,
11.26,0.16680946876946867,1.3386928443184323,-44.00133216783816,
11.28,0.18293785595839687,0.27414587457438766,-62.45336480656631,
11.3,0.1745683557524086,-1.111095895173216,-76.07081216819405,
11.32,0.1380811553626642,-2.5376241438012244,-66.58201269460677,
11.34,0.07800143806552233,-3.470347585912961,-26.6903315165669,
11.36,0.007864228498942055,-3.543373370745066,19.387753033356397,
11.38,-0.0565198409712625,-2.8950335762753894,45.44622641361128,
11.4,-0.10398062450934004,-1.8510447775323635,58.9526534606913,
11.42,-0.12815901740287203,-0.5667945118208357,69.47237311046149,
11.44,-0.1248900594625583,0.893690305852209,76.57610865684299,
11.46,-0.0927672430117749,2.3185913392261304,65.91399468054917,
11.48,-0.03704235457800909,3.25389750415045,27.616621811882794,
11.5,0.028864675030555988,3.3368054567060583,-19.32582655632198,
11.52,0.08832469470076731,2.6091965103150736,-53.435068082776496,
11.54,0.1281673060808918,1.375064627697375,-69.97812017899335,
11.56,0.1413374823210841,-0.058047003678146414,-73.33304295855879,
11.58,0.12633773090739084,-1.4419281376911788,-65.05507044274444,
11.6,0.08720518846789939,-2.4713261062579663,-37.88472641393432,
11.62,0.034181659641418886,-2.831026776390084,1.9146594007225701,
11.64,-0.0181865653010724,-2.4057957178590446,40.60844645238136,
11.66,-0.05572664764430087,-1.3482125164638015,65.14987368714294,
11.68,-0.06917435382378247,0.0034418985156414728,70.01556781080136,
11.7,-0.056014815283671034,1.312511955495502,60.89143788718469,
11.72,-0.019214529987046248,2.3675165741669764,44.609023979962714,
11.74,0.034256122727292164,2.979548697266865,16.594188330026135,
11.76,0.0935119678803219,2.946035818036109,-19.945476253101774,
11.78,0.1454603766131197,2.2488050552436705,-49.77760002614205,
11.8,0.17874565224142186,1.0797225075865455,-67.13065473957045,
11.82,0.18657744429821846,-0.2965433019068857,-70.49592620977268,
11.84,0.1676879336212097,-1.5924077657939897,-59.09052017893771,
11.86,0.12679241731932903,-2.497143864394078,-31.383089681071112,
11.88,0.07364641466403919,-2.8174564011349053,-0.6481639930116003,
11.9,0.018831077689491875,-2.6640772963198263,15.986074474519485,
11.92,-0.030525617928163527,-2.271592265445714,23.262428612891753,
11.94,-0.07038664120801882,-1.7145100625398157,32.445791677698054,
11.96,-0.0973164237276976,-0.9784681894280615,41.15839563347737,
11.98,-0.10809524288427012,-0.0994137262291912,46.74705068640965,
12.0,-0.1009357728894922,0.815360725706984,44.730394507207876,
12.02,-0.07687654935795929,1.5905616274463064,32.789695666724356,
12.04,-0.039812155233761755,2.115877784973447,19.741920085989705,
12.06,0.004545247239914902,2.3198624623942186,0.6565476560874615,
12.08,0.04852477293002502,2.078090106616793,-24.83378323383,
12.1,0.08363446969701244,1.4328795700819479,-39.687270419654524,
12.12,0.10410014712966494,0.6136881731833019,-42.23186927021007,
12.14,0.10793473826501566,-0.23022905964822926,-42.15985401294304,
12.16,0.09529077729060145,-1.034167037793192,-38.233943801553224,
12.18,0.06831617948094196,-1.6632927431727578,-24.678626736403345,
12.2,0.03195034616539444,-1.9732905883819938,-6.321157784520253,
12.22,-0.007175929729705025,-1.939337001127952,9.716516509924421,
12.24,-0.04292251786616321,-1.6353218125178663,20.68500235108415,
12.26,-0.07081280125636809,-1.153706526502621,27.47652625044038,
12.28,-0.08769684379960224,-0.5346977278207943,34.424353617742284,
12.3,-0.09099634026298739,0.2047480814822794,39.52022731256508,
12.32,-0.07964638945835802,0.930246998980658,33.02966443727277,
12.34,-0.05600971265253393,1.4334206816017505,17.287703824836477,
12.36,-0.02527869121831799,1.6396814618198436,3.3383741969728256,
12.38,0.007008237711139227,1.5890114311258783,-8.405377266369356,
12.4,0.03595952507231241,1.30611730499144,-19.88403534707446,
12.42,0.05669102130482328,0.7670323182596465,-34.0244633261049,
12.44,0.06419385921994604,-0.016748526747370485,-44.35362117459679,
12.46,0.05480295668854656,-0.9223417263925775,-46.20569878992391,
12.48,0.027835435033950563,-1.7744104390670223,-39.00117247752056,
12.5,-0.013613794159886524,-2.370512480316686,-20.609031647445825,
12.52,-0.0628919956574263,-2.5573076694372916,1.9295127353852948,
12.54,-0.11168416343433357,-2.3219091082534353,21.610343383000323,
12.56,-0.15211850599424806,-1.7215251477380131,38.428052668541895,
12.58,-0.17721376574288625,-0.7880008271258053,54.92437939267889,
12.6,-0.181574843278956,0.35189307351882915,59.06501067178455,
12.62,-0.16378738465154433,1.4268527892223393,48.430960898566454,
12.64,-0.12712649004169319,2.2392366717627747,32.80742735547709,
12.66,-0.07766541956104696,2.706870376301848,13.955943098430197,
12.68,-0.022689825386217364,2.790689041181112,-5.574076610503774,
12.7,0.03031671039742313,2.5099645371829373,-22.498373789313696,
12.72,0.0746788094605821,1.9262453691329593,-35.873543015684106,
12.74,0.10467906930545004,1.0737806153538347,-49.37293236222834,
12.76,0.11499222014019252,-0.04246553187958724,-62.25168236111385,
12.78,0.10152306547238073,-1.304449934901592,-63.9467579410866,
12.8,0.0637809062227232,-2.469765990064161,-52.584847575170286,
12.82,0.006255954039390014,-3.2827292282691576,-28.711476245329365,
12.84,-0.06204360566684578,-3.5472267423544217,2.2617248368029372,
12.86,-0.12901840312261234,-3.150253003222235,37.435649076415714,
12.88,-0.18168808878141654,-2.116715562658185,65.9180949799893,
12.9,-0.2098062774720847,-0.6951033064086296,76.24313064496623,
12.92,-0.20901794616914007,0.7739364367030912,70.66084366620585,
12.94,-0.18064995590222185,2.0628625899887307,58.2317716623581,
12.96,-0.12888749902680444,3.113383097553011,46.82027909406992,
12.98,-0.059360035751732904,3.8393632299541425,25.77773414604323,
13.0,0.019700440512052175,4.066684396424366,-3.0456174990208815,
13.02,0.09769804894625346,3.7330764469957622,-30.315177443839463,
13.04,0.16377291521636467,2.8744101800153583,-55.551449254200946,
13.06,0.20794408694491365,1.5427069928395396,-77.61886946338092,
13.08,0.22240336233503963,-0.09677945382694175,-86.32977520326722,
13.1,0.2040940890815949,-1.7341478715175307,-77.40706656579167,
13.12,0.15648863223516024,-3.0263978131259353,-51.817927595048786,
13.14,0.08921055784627428,-3.7014096257626603,-15.683253668623706,
13.16,0.015407478851106089,-3.6788982737541587,17.934388869473864,
13.18,-0.05170533182652694,-3.032382794009144,46.71715910502762,
13.2,-0.10098643577161462,-1.895727600499624,66.94836024592436,
13.22,-0.12465841645739907,-0.47147046807882065,75.47735299615596,
13.24,-0.11991202468663785,0.9461096451549427,66.28065832722038,
13.26,-0.08991688637799257,2.0534041857095855,44.448795728243894,
13.28,-0.042079488128007526,2.730335639288919,23.244349629689424,
13.3,0.015048568119095678,2.982469985421401,1.969084983558787,
13.32,0.07284373551420278,2.7970467540893096,-20.51140811676794,
13.34,0.12269634654818046,2.1882143493084576,-40.37183236131726,
13.36,0.15704145129700714,1.2462961255742107,-53.81999001210744,
13.38,0.1706616308695461,0.11572183167968664,-59.23743937734497,
13.4,0.16087741918666612,-1.0941429999676857,-61.74904378739225,
13.42,0.12714464581041512,-2.279134337657414,-56.75008998158056,
13.44,0.07228339385667742,-3.2069908577163555,-36.03556202431359,
13.46,0.004125154070126155,-3.608833120938771,-4.148664297927965,
13.48,-0.06562641844976741,-3.366324131050586,28.399563286746456,
13.5,-0.12429612051425805,-2.500646075398478,58.16824227846436,
13.52,-0.16080057944166323,-1.1497998173420405,76.91638352717936,
13.54,-0.16844442570730703,0.38541519077766107,76.6051172847908,
13.56,-0.14672909995345865,1.786117384607177,63.4651020981608,
13.58,-0.10005431376051999,2.8813612346866893,46.059282909790426,
13.6,-0.035156413019120175,3.608428839453292,26.647477566869853,
13.62,0.03966127116176263,3.873339578634989,-0.15640364870019852,
13.64,0.1139995301317769,3.5604863183664373,-31.12892237815496,
13.66,0.17629071039103184,2.6686317075590558,-58.056538702583175,
13.68,0.21632143297506512,1.3344405508442725,-75.36257696889516,
13.7,0.22717368159493448,-0.2492156888573367,-83.00304700126577,
13.72,0.2061511432765495,-1.8530381429811627,-77.37919841111682,
13.74,0.15523297531970584,-3.238778652703202,-61.19485256108712,
13.76,0.08048688413990329,-4.235830465277052,-38.51032869629789,
13.78,-0.008843672840212835,-4.697225232734561,-7.629148049452944,
13.8,-0.10081904968297183,-4.500312451541338,27.320426168775253,
13.82,-0.18229712094136682,-3.647494674298162,57.961351555542294,
13.84,-0.24118308592010312,-2.241101823575468,82.67793351672715,
13.86,-0.2682893354927932,-0.46952313369354126,94.47993547146551,
13.88,-0.2595425556497293,1.3442011179999347,86.89248969788208,
13.9,-0.21782910419153179,2.8271440278198146,61.4018012841059,
13.92,-0.1524678095585339,3.708985435479974,26.78233948191007,
13.94,-0.07639999349493631,3.8977961708797837,-7.901265941929125,
13.96,-0.0025058113472543075,3.491622043888417,-32.71614675720756,
13.98,0.05976681853031114,2.7356409438681277,-42.88196324482137,
14.0,0.1050523234903626,1.7929095521370182,-51.39117592828958,
14.02,0.13017198699180202,0.7190567980069236,-55.99409948471989,
14.04,0.1338167933882045,-0.3545761583666742,-51.36919615263988,
14.06,0.11768052790568524,-1.2590503898852528,-39.07822699921798,
14.08,0.08682794515451453,-1.8262078852318182,-17.637522535438578,
14.1,0.049147220912502884,-1.9418645389693463,6.071857161685768,
14.12,0.013250798317463286,-1.6477777205346134,23.336824681787512,
14.14,-0.0144044483922655,-1.1177469504382649,29.666252327847346,
14.16,-0.031301464997983,-0.5719547101334855,24.912971702630593,
14.18,-0.038193272913369616,-0.11722608140517571,20.559891170200387,
14.2,-0.036650884371496564,0.27146493559248097,18.309210529565277,
14.22,-0.0282984360678113,0.5637798947760453,10.92228538879116,
14.24,-0.01607554389820939,0.6585093221841458,-1.4493426479811031,
14.26,-0.004152343996782731,0.5338106679585198,-11.02052277458149,
14.28,0.004057887403260185,0.2872124720457718,-13.639296816693307,
14.3,0.007058670284466765,0.012865816074886072,-13.795368780395268,
14.32,0.004951764671617876,-0.22355637735977496,-9.846850563070834,
14.34,-0.0008645475780090487,-0.3580748476029175,-3.604996461243422,
14.36,-0.008317472528072673,-0.38721764740344494,0.6907164811906794,
14.38,-0.015582767493927388,-0.33931184918202645,4.099863340951168,
14.4,-0.02161102698596621,-0.2635141000218557,3.4799115750659046,
14.42,-0.026272357880255802,-0.2026189894071035,2.6095994864093166,
14.44,-0.029711368286047767,-0.14128205117209303,3.5240943370917295,
14.46,-0.031397205851772365,-0.027301705400366777,7.873940240080896,
14.48,-0.029760056801316777,0.19101661044592566,13.957891344548347,
14.5,-0.023037020073690594,0.48128706231669266,15.069153842528351,
14.52,-0.010756162349546197,0.7467987100977471,11.482010935577087,
14.54,0.005880160960200231,0.9168336208768956,5.521480142337758,
14.56,0.024671031460974907,0.962253429200572,-0.9794993099701168,
14.58,0.04294209408795803,0.8648528334977402,-8.76056026031306,
14.6,0.057918825597910534,0.6328203174975101,-14.442691339709953,
14.62,0.06766893067524113,0.34219019023554936,-14.620321386486122,
14.64,0.0718119181444227,0.07210855668260752,-12.387841968808061,
14.66,0.07099746793509809,-0.15355357761506827,-10.178371460959518,
14.68,0.06628707966604465,-0.31748524929027594,-6.214795706561247,
14.7,0.059221171248107336,-0.3891055925034553,-0.947238614756686,
14.72,0.051636092710475374,-0.3694022612597409,2.9175717391281255,
14.74,0.045166368024592334,-0.2775702073285632,6.265633653989643,
14.76,0.040883833417383206,-0.15068325339234956,6.423061739631719,
14.78,0.03851886648061106,-0.08581344028486536,0.06391957111670088,
14.8,0.035976808933835584,-0.16839231439268187,-8.321806981898353,
14.82,0.03067203002365673,-0.3620855766252037,-11.047519241353827,
14.84,0.021523308811831243,-0.552786544557345,-8.0225775518603,
14.86,0.009505396314285496,-0.6490047051972295,-1.5992385121281547,
14.88,-0.0033379329721381916,-0.6353282234451393,2.9668866873371815,
14.9,-0.015337246728545622,-0.5646031521956038,4.105620437616375,
14.92,-0.02556437249529954,-0.458109424479788,6.543752333965202,
14.94,-0.03285297836748562,-0.2707511627388204,12.192073840131556,
14.96,-0.035282028330724906,0.02784616641489218,17.667659075239698,
14.98,-0.031162573166853457,0.3840993499722527,17.95765928049635,
15.0,-0.020130348443139878,0.7191231223991051,15.54471796218889,
15.02,-0.0031801050767689097,0.9759012142379917,10.133091221699765,
15.04,0.01737311310358691,1.07942060379759,0.21884773426006632,
15.06,0.03763661051966805,0.9469291378105245,-13.467994332966612,
15.08,0.052736572454901036,0.5630670557127739,-24.918213876808444,
15.1,0.05828025997774757,-0.008698303428120502,-32.258322037281,
15.12,0.05149313566012071,-0.6700141283345655,-33.87326045336351,
15.14,0.03205252062011204,-1.2740473756663016,-26.53006427981009,
15.16,0.0027101618286410013,-1.6601885034808022,-12.084048501639963,
15.18,-0.031045600080858098,-1.7153876874691076,6.564130102809425,
15.2,-0.0626518975290249,-1.4452420573475728,20.450432909344066,
15.22,-0.08671439266674447,-0.9610074564243831,27.97302718297491,
15.24,-0.10030332892168908,-0.39788616907007845,28.33910155245556,
15.26,-0.10307596769926909,0.12062229131207769,23.511744485760055,
15.28,-0.09636047126128704,0.5509273524861278,19.518761631644956,
15.3,-0.08183853372674312,0.9012664009682644,15.515143216568703,
15.32,-0.06124007971741736,1.1585789999643115,10.216116683035999,
15.34,-0.03684691249597587,1.2807377221798373,1.9997555385165917,
15.36,-0.01172230860454146,1.2317226669636034,-6.9012610601399755,
15.38,0.010743924989118896,1.014900692402432,-14.780936395977161,
15.4,0.027482999566484416,0.6590067653341201,-20.80845631085403,
15.42,0.036263147606455874,0.21900803866302576,-23.1914163562554,
15.44,0.03602979128064547,-0.24234367124406614,-22.943754634453793,
15.46,0.02696294770382284,-0.6643406864381969,-19.255946884959275,
15.48,0.010796401894004075,-0.9523138945436795,-9.541373925588996,
15.5,-0.008889154527251223,-1.0162417475818504,3.148588621771922,
15.52,-0.02748761560422954,-0.8436043601159812,14.115150124815003,
15.54,-0.04097272216152356,-0.5049062956134208,19.754656325441033,
15.56,-0.047245222005161534,-0.12234368875037643,18.501604360863404,
15.58,-0.04647354687247978,0.19951120201855188,13.683884716029425,
15.6,-0.04036336670287748,0.41150681494167785,7.51567657628317,
15.62,-0.03113384465953334,0.5114453893927365,2.478180868822701,
15.64,-0.020531093941138258,0.5488296824467714,1.2602484365807878,
15.66,-0.009256717512941591,0.5786079603728952,1.7175793560315826,
15.68,0.002611320799870437,0.6081958709083077,1.2412116975096708,
15.7,0.014962430060650561,0.6269150551697047,0.6307067286300259,
15.72,0.027507572624281093,0.6275992011933484,-0.562292126265646,
15.74,0.03974618433458953,0.5962619698374948,-2.5714310093197144,
15.76,0.050664259532979324,0.4955455500014849,-7.500210974281274,
15.78,0.05835437528474388,0.2734660251749709,-14.70774150837013,
15.8,0.06068523298786104,-0.04038025486325486,-16.67688649545244,
15.82,0.056922958847851084,-0.33584715913774094,-12.869803931996167,
15.84,0.04811013877538722,-0.5454348481086451,-8.088964965094249,
15.86,0.03579876616700961,-0.6857024127291163,-5.9377914969528724,
15.88,0.021110600013116067,-0.783114202660238,-3.803387496159303,
15.9,0.00514377308609862,-0.8135684900415063,0.7579587580324696,
15.92,-0.010373871542970977,-0.7381959728654536,6.779292959572809,
15.94,-0.02348401438601976,-0.5728183114394246,9.758473183030086,
15.96,-0.033014166553689835,-0.380196905327583,9.50366742815408,
15.98,-0.03862774995666058,-0.18116143496949152,10.399879607655068,
16.0,-0.03991142780548352,0.05279365008719758,12.995628898013843,
16.02,-0.036331571940936745,0.3051919363674799,12.244199730014381,
16.04,-0.0283503718684499,0.4929280708812045,6.529413721358081,
16.06,-0.017743946113732003,0.5677145045905854,0.9492296495800048,
16.08,-0.006685584809667521,0.5381216258158628,-3.9085175270522643,
16.1,0.002796109534891842,0.4100478086400735,-8.898864190526663,
16.12,0.008792244268038292,0.1895656646745715,-13.149350206023538,
16.14,0.009802771907765738,-0.08851290070182696,-14.658506331616309,
16.16,0.00526935378704438,-0.3648289113703088,-12.973094735231872,
16.18,-0.003847472031584902,-0.5468536704926195,-5.229381176999194,
16.2,-0.01498042193453558,-0.5664413198024482,3.2706162460163215,
16.22,-0.025021719372321814,-0.43768842397617524,9.604673336610972,
16.24,-0.03146023563128469,-0.20616320192011217,13.547848868995334,
16.26,-0.03261662707380265,0.09052405766831628,16.12087708984751,
16.28,-0.02759754452575507,0.4113841971364414,15.965136856965003,
16.3,-0.016871334618757765,0.661236793563289,9.020122785719753,
16.32,-0.0025604421614242013,0.7698524521700673,1.8414430749580717,
16.34,0.012508071065862898,0.7369988705586425,-5.126801236100541,
16.36,0.025721166137194683,0.5843106365745361,-10.142022162310113,
16.38,0.034992267966563795,0.3427995463623751,-14.009086858905984,
16.4,0.03879982817631162,0.037956474612407365,-16.475220316090788,
16.42,0.036306079956926134,-0.287331296550956,-16.05355680024555,
16.44,0.027797077941026288,-0.5635689050390285,-11.570204048561703,
16.46,0.014989953616041858,-0.7171435274594145,-3.7872581934768945,
16.48,0.0006231808692469784,-0.7195337472200735,3.548236217410994,
16.5,-0.012471517252125126,-0.589936064917137,9.411532012882649,
16.52,-0.022250809196786177,-0.38799312954896803,10.782761523934248,
16.54,-0.027911502653307458,-0.17807621610315993,10.20892982064656,
16.56,-0.029539604704786167,0.015266010955289011,9.125292885198334,
16.58,-0.027619360358342053,0.17675842368912245,7.023948388185008,
16.6,-0.0228353666012651,0.3016409520185729,5.464304444760035,
16.62,-0.015545870161025056,0.4273086920054314,7.10246955392582,
16.64,-0.0054020530176694505,0.587073022330129,8.873963478543935,
16.66,0.00805150397044999,0.7582826764818148,8.247001936624638,
16.68,0.024589903343793563,0.8955572608525426,5.4804565004481365,
16.7,0.04306926867732679,0.9523792725007804,0.2017446643756342,
16.72,0.06146418486198061,0.8871123459646014,-6.728437317993531,
16.74,0.07693205990517894,0.6596751583552319,-16.01528144294342,
16.76,0.08630507395576499,0.2776262467033728,-22.189609722242494,
16.78,0.08721008784167059,-0.18712485811281332,-24.28550075937612,
16.8,0.07871591249777787,-0.6622926762764578,-23.231281056988337,
16.82,0.06129276109544349,-1.0800224639569809,-18.541697711063954,
16.84,0.03669868383173734,-1.3793852624136336,-11.394582134601322,
16.86,0.007678276738301247,-1.522655446929976,-2.932436317032913,
16.88,-0.022458888022490176,-1.4910610291491664,6.091878095113879,
16.9,-0.050198627345330066,-1.2829129031348225,14.722934506320497,
16.92,-0.07217811106831286,-0.9150354691634566,22.064808890816096,
16.94,-0.08567649549986783,-0.43480297399204065,25.958440626325498,
16.96,-0.08919699774209608,0.08275274976921615,25.79713174980018,
16.98,-0.08257878883456668,0.5790681409837237,23.834407371650585,
17.0,-0.06659944930292867,1.0188658121800769,20.145359747984728,
17.02,-0.04298880485324669,1.3421986327881217,12.187922312819758,
17.04,-0.014658045770974577,1.490877275439089,2.6799419522769927,
17.06,0.014849201647881559,1.4598474664465246,-5.782922851533431,
17.08,0.04201752605671184,1.2569849744365036,-14.50332634946868,
17.1,0.063018868292922,0.8431492491845118,-26.88024617573049,
17.12,0.073322825089778,0.18724643050108813,-38.71003569261188,
17.14,0.06915437593029843,-0.6040913464490455,-40.42374200240148,
